bienestar_id,Student_ID,Burnout_Risk_Level,Burnout_Encoded,Perceived_AI_Dependency,Dependencia_Alta,Anxiety_Level_During_Exams
110854,110854,High,2,4,0,5
110855,110855,Medium,1,4,0,6
110856,110856,Low,0,1,0,6
110857,110857,Medium,1,3,0,4
110858,110858,High,2,4,0,1
110859,110859,Medium,1,3,0,4
110860,110860,Low,0,2,0,2
110861,110861,Medium,1,5,0,1
110862,110862,Medium,1,1,0,7
110863,110863,High,2,8,1,5
110864,110864,Low,0,2,0,5
110865,110865,Medium,1,5,0,6
110866,110866,Medium,1,2,0,3
110867,110867,Low,0,4,0,2
110868,110868,Low,0,3,0,2
110869,110869,Medium,1,5,0,6
110870,110870,Low,0,4,0,3
110871,110871,Low,0,2,0,6
110872,110872,Medium,1,2,0,6
110873,110873,Low,0,4,0,4
110874,110874,Medium,1,3,0,7
110875,110875,Low,0,4,0,2
110876,110876,Medium,1,2,0,6
110877,110877,Low,0,3,0,6
110878,110878,High,2,5,0,4
110879,110879,Medium,1,8,1,2
110880,110880,Medium,1,3,0,5
110881,110881,Low,0,2,0,5
110882,110882,Medium,1,5,0,8
110883,110883,Medium,1,2,0,2
110884,110884,High,2,1,0,4
110885,110885,High,2,5,0,8
110886,110886,Medium,1,3,0,3
110887,110887,Low,0,5,0,9
110888,110888,Medium,1,4,0,6
110889,110889,High,2,1,0,5
110890,110890,High,2,8,1,2
110891,110891,Low,0,3,0,6
110892,110892,High,2,8,1,5
110893,110893,Low,0,4,0,5
110894,110894,Low,0,1,0,8
110895,110895,Low,0,2,0,6
110896,110896,Low,0,4,0,5
110897,110897,High,2,4,0,5
110898,110898,Medium,1,1,0,2
110899,110899,Medium,1,4,0,2
110900,110900,Medium,1,1,0,3
110901,110901,Medium,1,3,0,3
110902,110902,Medium,1,3,0,3
110903,110903,High,2,5,0,3
110904,110904,Medium,1,5,0,5
110905,110905,Medium,1,5,0,5
110906,110906,Low,0,3,0,4
110907,110907,High,2,2,0,1
110908,110908,Medium,1,1,0,3
110909,110909,Low,0,7,1,8
110910,110910,Medium,1,1,0,2
110911,110911,Low,0,1,0,2
110912,110912,Medium,1,4,0,7
110913,110913,Low,0,3,0,4
110914,110914,Low,0,3,0,5
110915,110915,Medium,1,1,0,4
110916,110916,Low,0,2,0,4
110917,110917,High,2,6,0,6
110918,110918,Medium,1,3,0,5
110919,110919,Low,0,1,0,2
110920,110920,Medium,1,6,0,5
110921,110921,Low,0,2,0,1
110922,110922,Medium,1,3,0,6
110923,110923,Low,0,1,0,2
110924,110924,Low,0,3,0,4
110925,110925,Low,0,3,0,4
110926,110926,High,2,6,0,6
110927,110927,Low,0,4,0,4
110928,110928,High,2,5,0,9
110929,110929,Medium,1,5,0,1
110930,110930,Low,0,2,0,4
110931,110931,Medium,1,4,0,2
110932,110932,High,2,4,0,4
110933,110933,Medium,1,6,0,3
110934,110934,Medium,1,3,0,3
110935,110935,Medium,1,4,0,6
110936,110936,Low,0,3,0,6
110937,110937,Medium,1,5,0,1
110938,110938,Medium,1,3,0,2
110939,110939,Medium,1,4,0,1
110940,110940,Medium,1,3,0,6
110941,110941,High,2,8,1,8
110942,110942,High,2,3,0,3
110943,110943,Low,0,3,0,3
110944,110944,Medium,1,3,0,2
110945,110945,Medium,1,2,0,4
110946,110946,Medium,1,5,0,5
110947,110947,Low,0,6,0,1
110948,110948,Low,0,3,0,3
110949,110949,Medium,1,2,0,3
110950,110950,Medium,1,5,0,6
110951,110951,High,2,5,0,5
110952,110952,Medium,1,3,0,4
110953,110953,Medium,1,6,0,6
110954,110954,Medium,1,4,0,6
110955,110955,Low,0,3,0,4
110956,110956,Low,0,2,0,7
110957,110957,Low,0,2,0,6
110958,110958,Medium,1,5,0,5
110959,110959,Low,0,2,0,6
110960,110960,High,2,1,0,6
110961,110961,Low,0,4,0,4
110962,110962,High,2,5,0,4
110963,110963,Low,0,4,0,2
110964,110964,High,2,7,1,7
110965,110965,High,2,4,0,2
110966,110966,Medium,1,4,0,4
110967,110967,High,2,9,1,6
110968,110968,Low,0,1,0,5
110969,110969,Medium,1,1,0,5
110970,110970,Medium,1,5,0,2
110971,110971,Medium,1,3,0,2
110972,110972,Low,0,2,0,3
110973,110973,Medium,1,5,0,6
110974,110974,High,2,2,0,3
110975,110975,High,2,2,0,3
110976,110976,Medium,1,3,0,6
110977,110977,Medium,1,3,0,5
110978,110978,Medium,1,2,0,2
110979,110979,Low,0,4,0,3
110980,110980,High,2,4,0,3
110981,110981,Low,0,2,0,4
110982,110982,High,2,7,1,3
110983,110983,Low,0,4,0,4
110984,110984,Medium,1,2,0,1
110985,110985,Low,0,6,0,9
110986,110986,Low,0,4,0,3
110987,110987,Medium,1,3,0,6
110988,110988,High,2,10,1,7
110989,110989,Medium,1,1,0,2
110990,110990,Medium,1,5,0,5
110991,110991,Low,0,2,0,7
110992,110992,Low,0,3,0,4
110993,110993,Low,0,3,0,1
110994,110994,High,2,6,0,1
110995,110995,Medium,1,3,0,6
110996,110996,Medium,1,2,0,1
110997,110997,Low,0,3,0,5
110998,110998,Medium,1,3,0,2
110999,110999,Low,0,5,0,6
111000,111000,Low,0,1,0,6
111001,111001,High,2,5,0,6
111002,111002,High,2,4,0,3
111003,111003,Medium,1,2,0,5
111004,111004,Low,0,4,0,5
111005,111005,Low,0,4,0,4
111006,111006,High,2,4,0,1
111007,111007,Low,0,1,0,6
111008,111008,Low,0,1,0,3
111009,111009,Low,0,5,0,6
111010,111010,Medium,1,2,0,5
111011,111011,Low,0,3,0,2
111012,111012,High,2,5,0,3
111013,111013,Medium,1,4,0,7
111014,111014,Low,0,3,0,1
111015,111015,High,2,5,0,9
111016,111016,High,2,4,0,5
111017,111017,Low,0,2,0,4
111018,111018,High,2,5,0,7
111019,111019,Medium,1,4,0,3
111020,111020,Low,0,4,0,1
111021,111021,High,2,5,0,1
111022,111022,High,2,7,1,6
111023,111023,Low,0,2,0,3
111024,111024,Low,0,2,0,1
111025,111025,Medium,1,4,0,5
111026,111026,Low,0,3,0,7
111027,111027,High,2,8,1,8
111028,111028,Low,0,4,0,6
111029,111029,High,2,1,0,1
111030,111030,High,2,5,0,8
111031,111031,Medium,1,2,0,3
111032,111032,High,2,9,1,10
111033,111033,Low,0,2,0,7
111034,111034,Low,0,2,0,3
111035,111035,Medium,1,1,0,1
111036,111036,Low,0,2,0,5
111037,111037,Medium,1,6,0,10
111038,111038,Medium,1,3,0,3
111039,111039,Medium,1,3,0,6
111040,111040,High,2,8,1,5
111041,111041,High,2,4,0,7
111042,111042,Medium,1,4,0,4
111043,111043,Low,0,5,0,5
111044,111044,Medium,1,3,0,4
111045,111045,High,2,5,0,7
111046,111046,Medium,1,6,0,6
111047,111047,Medium,1,2,0,4
111048,111048,Low,0,3,0,1
111049,111049,High,2,6,0,3
111050,111050,Medium,1,5,0,7
111051,111051,High,2,5,0,5
111052,111052,Medium,1,2,0,7
111053,111053,Medium,1,1,0,5
111054,111054,Low,0,3,0,3
111055,111055,Low,0,3,0,5
111056,111056,Low,0,3,0,3
111057,111057,Low,0,3,0,2
111058,111058,High,2,7,1,9
111059,111059,Low,0,5,0,5
111060,111060,Medium,1,3,0,2
111061,111061,Low,0,4,0,2
111062,111062,High,2,8,1,7
111063,111063,Low,0,1,0,4
111064,111064,Medium,1,3,0,5
111065,111065,Medium,1,1,0,2
111066,111066,High,2,5,0,4
111067,111067,Medium,1,7,1,5
111068,111068,High,2,4,0,9
111069,111069,Medium,1,3,0,4
111070,111070,Medium,1,5,0,6
111071,111071,High,2,8,1,7
111072,111072,Medium,1,2,0,1
111073,111073,High,2,3,0,4
111074,111074,Medium,1,4,0,6
111075,111075,Low,0,2,0,4
111076,111076,Medium,1,4,0,7
111077,111077,Medium,1,3,0,8
111078,111078,Low,0,5,0,4
111079,111079,High,2,2,0,2
111080,111080,Medium,1,5,0,5
111081,111081,Medium,1,2,0,1
111082,111082,Low,0,2,0,5
111083,111083,Low,0,4,0,4
111084,111084,Medium,1,3,0,1
111085,111085,High,2,10,1,6
111086,111086,Low,0,1,0,7
111087,111087,Medium,1,1,0,1
111088,111088,Low,0,1,0,6
111089,111089,Low,0,4,0,5
111090,111090,Medium,1,1,0,2
111091,111091,High,2,3,0,1
111092,111092,Medium,1,5,0,4
111093,111093,Medium,1,4,0,4
111094,111094,Medium,1,2,0,2
111095,111095,Medium,1,3,0,6
111096,111096,High,2,4,0,3
111097,111097,Low,0,2,0,7
111098,111098,Medium,1,3,0,4
111099,111099,Medium,1,4,0,3
111100,111100,Low,0,5,0,6
111101,111101,Low,0,5,0,4
111102,111102,Low,0,2,0,6
111103,111103,Low,0,3,0,3
111104,111104,Medium,1,4,0,5
111105,111105,Medium,1,6,0,5
111106,111106,Medium,1,1,0,1
111107,111107,Low,0,4,0,4
111108,111108,Medium,1,4,0,7
111109,111109,High,2,8,1,10
111110,111110,High,2,6,0,7
111111,111111,High,2,4,0,2
111112,111112,High,2,2,0,2
111113,111113,Medium,1,2,0,3
111114,111114,High,2,5,0,3
111115,111115,Medium,1,3,0,2
111116,111116,Low,0,4,0,6
111117,111117,Medium,1,5,0,5
111118,111118,Medium,1,4,0,9
111119,111119,High,2,7,1,4
111120,111120,Low,0,4,0,4
111121,111121,High,2,4,0,3
111122,111122,Medium,1,3,0,2
111123,111123,High,2,3,0,4
111124,111124,Medium,1,4,0,9
111125,111125,High,2,4,0,5
111126,111126,Medium,1,3,0,3
111127,111127,Medium,1,4,0,1
111128,111128,Low,0,3,0,3
111129,111129,Low,0,3,0,6
111130,111130,Low,0,3,0,1
111131,111131,Low,0,1,0,4
111132,111132,Medium,1,4,0,5
111133,111133,Medium,1,4,0,6
111134,111134,Medium,1,2,0,4
111135,111135,Medium,1,4,0,2
111136,111136,Low,0,3,0,1
111137,111137,High,2,1,0,1
111138,111138,Medium,1,1,0,6
111139,111139,High,2,2,0,4
111140,111140,High,2,7,1,6
111141,111141,High,2,5,0,7
111142,111142,Low,0,3,0,4
111143,111143,Medium,1,3,0,6
111144,111144,Medium,1,6,0,6
111145,111145,Medium,1,3,0,2
111146,111146,Medium,1,1,0,8
111147,111147,Medium,1,3,0,3
111148,111148,Medium,1,6,0,6
111149,111149,High,2,4,0,4
111150,111150,Medium,1,4,0,3
111151,111151,High,2,7,1,9
111152,111152,Medium,1,3,0,5
111153,111153,Medium,1,5,0,1
111154,111154,Low,0,2,0,4
111155,111155,High,2,4,0,3
111156,111156,Low,0,3,0,6
111157,111157,High,2,4,0,4
111158,111158,Low,0,8,1,6
111159,111159,High,2,5,0,6
111160,111160,Medium,1,5,0,4
111161,111161,Medium,1,3,0,5
111162,111162,High,2,1,0,5
111163,111163,Medium,1,3,0,4
111164,111164,Medium,1,2,0,4
111165,111165,Medium,1,5,0,4
111166,111166,High,2,1,0,3
111167,111167,Medium,1,5,0,4
111168,111168,Low,0,4,0,5
111169,111169,Low,0,2,0,1
111170,111170,Low,0,2,0,4
111171,111171,High,2,6,0,6
111172,111172,Medium,1,3,0,5
111173,111173,High,2,2,0,5
111174,111174,Medium,1,2,0,5
111175,111175,Medium,1,4,0,2
111176,111176,Medium,1,3,0,5
111177,111177,Medium,1,2,0,2
111178,111178,Medium,1,4,0,6
111179,111179,Low,0,2,0,4
111180,111180,Medium,1,1,0,7
111181,111181,Low,0,5,0,1
111182,111182,Medium,1,3,0,3
111183,111183,Medium,1,3,0,4
111184,111184,High,2,9,1,6
111185,111185,Medium,1,5,0,4
111186,111186,Low,0,2,0,2
111187,111187,Low,0,7,1,5
111188,111188,Medium,1,2,0,7
111189,111189,Low,0,1,0,1
111190,111190,Low,0,2,0,4
111191,111191,High,2,6,0,1
111192,111192,High,2,8,1,5
111193,111193,High,2,6,0,5
111194,111194,High,2,3,0,6
111195,111195,Medium,1,5,0,4
111196,111196,High,2,4,0,5
111197,111197,Low,0,5,0,4
111198,111198,High,2,2,0,4
111199,111199,Low,0,1,0,4
111200,111200,Medium,1,1,0,5
111201,111201,Medium,1,6,0,2
111202,111202,Medium,1,4,0,3
111203,111203,High,2,6,0,2
111204,111204,Low,0,3,0,6
111205,111205,Medium,1,3,0,7
111206,111206,Low,0,1,0,6
111207,111207,Low,0,1,0,9
111208,111208,High,2,2,0,7
111209,111209,Medium,1,5,0,4
111210,111210,Low,0,3,0,4
111211,111211,Medium,1,2,0,4
111212,111212,High,2,1,0,2
111213,111213,Medium,1,1,0,2
111214,111214,Low,0,1,0,2
111215,111215,High,2,3,0,4
111216,111216,High,2,7,1,4
111217,111217,Medium,1,2,0,3
111218,111218,Medium,1,1,0,3
111219,111219,Medium,1,1,0,2
111220,111220,High,2,2,0,6
111221,111221,Medium,1,4,0,6
111222,111222,Medium,1,3,0,4
111223,111223,Low,0,4,0,6
111224,111224,Medium,1,3,0,5
111225,111225,Low,0,3,0,8
111226,111226,High,2,7,1,5
111227,111227,Medium,1,2,0,1
111228,111228,Low,0,1,0,1
111229,111229,Low,0,1,0,1
111230,111230,Low,0,5,0,4
111231,111231,High,2,1,0,1
111232,111232,Medium,1,4,0,7
111233,111233,High,2,1,0,2
111234,111234,High,2,3,0,5
111235,111235,Medium,1,2,0,6
111236,111236,Medium,1,4,0,4
111237,111237,High,2,4,0,2
111238,111238,Low,0,1,0,1
111239,111239,Medium,1,1,0,3
111240,111240,Low,0,2,0,1
111241,111241,Low,0,4,0,5
111242,111242,High,2,7,1,8
111243,111243,Low,0,4,0,3
111244,111244,High,2,5,0,4
111245,111245,Medium,1,4,0,4
111246,111246,Low,0,4,0,9
111247,111247,Low,0,1,0,6
111248,111248,Low,0,3,0,4
111249,111249,Low,0,3,0,3
111250,111250,Medium,1,4,0,4
111251,111251,High,2,4,0,5
111252,111252,Low,0,2,0,3
111253,111253,Medium,1,1,0,2
111254,111254,Medium,1,5,0,6
111255,111255,Medium,1,5,0,7
111256,111256,High,2,4,0,5
111257,111257,High,2,4,0,8
111258,111258,Low,0,6,0,9
111259,111259,Medium,1,3,0,2
111260,111260,High,2,8,1,5
111261,111261,High,2,7,1,8
111262,111262,Medium,1,7,1,10
111263,111263,Low,0,3,0,2
111264,111264,High,2,5,0,6
111265,111265,High,2,3,0,8
111266,111266,Medium,1,8,1,5
111267,111267,Medium,1,3,0,4
111268,111268,Medium,1,5,0,3
111269,111269,High,2,8,1,4
111270,111270,Medium,1,2,0,3
111271,111271,Medium,1,4,0,8
111272,111272,Low,0,4,0,4
111273,111273,Low,0,5,0,6
111274,111274,Medium,1,2,0,3
111275,111275,Medium,1,5,0,5
111276,111276,Low,0,1,0,6
111277,111277,High,2,4,0,2
111278,111278,High,2,4,0,6
111279,111279,Medium,1,1,0,8
111280,111280,High,2,4,0,4
111281,111281,Medium,1,6,0,8
111282,111282,Medium,1,2,0,2
111283,111283,Medium,1,2,0,5
111284,111284,Low,0,3,0,1
111285,111285,Low,0,4,0,4
111286,111286,Low,0,3,0,4
111287,111287,Low,0,3,0,6
111288,111288,Medium,1,1,0,3
111289,111289,Medium,1,2,0,3
111290,111290,Low,0,2,0,4
111291,111291,Low,0,2,0,2
111292,111292,Medium,1,1,0,3
111293,111293,Medium,1,4,0,4
111294,111294,Low,0,3,0,1
111295,111295,Medium,1,2,0,3
111296,111296,High,2,3,0,2
111297,111297,Medium,1,4,0,3
111298,111298,Low,0,2,0,3
111299,111299,Low,0,4,0,5
111300,111300,Medium,1,1,0,1
111301,111301,Low,0,5,0,8
111302,111302,High,2,3,0,4
111303,111303,Medium,1,7,1,7
111304,111304,Medium,1,4,0,4
111305,111305,Medium,1,1,0,3
111306,111306,Medium,1,1,0,3
111307,111307,Medium,1,1,0,1
111308,111308,Medium,1,4,0,4
111309,111309,Medium,1,4,0,4
111310,111310,Medium,1,4,0,1
111311,111311,Low,0,3,0,1
111312,111312,High,2,5,0,5
111313,111313,Low,0,4,0,3
111314,111314,Low,0,2,0,7
111315,111315,Low,0,5,0,3
111316,111316,Low,0,1,0,1
111317,111317,High,2,5,0,10
111318,111318,Medium,1,2,0,4
111319,111319,Medium,1,3,0,3
111320,111320,Medium,1,3,0,3
111321,111321,High,2,1,0,1
111322,111322,Medium,1,4,0,5
111323,111323,Medium,1,5,0,9
111324,111324,Low,0,5,0,5
111325,111325,Medium,1,3,0,5
111326,111326,Low,0,1,0,1
111327,111327,Medium,1,4,0,4
111328,111328,Medium,1,5,0,4
111329,111329,Medium,1,3,0,6
111330,111330,Low,0,4,0,6
111331,111331,Medium,1,1,0,4
111332,111332,Low,0,1,0,1
111333,111333,Low,0,5,0,4
111334,111334,Low,0,5,0,4
111335,111335,Low,0,1,0,5
111336,111336,Medium,1,6,0,8
111337,111337,Medium,1,6,0,6
111338,111338,Medium,1,6,0,6
111339,111339,Medium,1,5,0,8
111340,111340,Medium,1,3,0,7
111341,111341,Medium,1,3,0,1
111342,111342,Low,0,2,0,4
111343,111343,Medium,1,6,0,1
111344,111344,Medium,1,3,0,5
111345,111345,Low,0,1,0,1
111346,111346,High,2,7,1,8
111347,111347,Medium,1,1,0,1
111348,111348,Medium,1,3,0,1
111349,111349,Medium,1,2,0,4
111350,111350,Low,0,4,0,4
111351,111351,Medium,1,4,0,4
111352,111352,High,2,5,0,6
111353,111353,Medium,1,4,0,6
111354,111354,Low,0,2,0,4
111355,111355,Low,0,2,0,2
111356,111356,Medium,1,5,0,2
111357,111357,High,2,8,1,5
111358,111358,Low,0,2,0,3
111359,111359,Medium,1,1,0,1
111360,111360,Low,0,2,0,5
111361,111361,Low,0,2,0,5
111362,111362,Medium,1,3,0,3
111363,111363,Medium,1,1,0,5
111364,111364,Medium,1,5,0,3
111365,111365,Medium,1,3,0,1
111366,111366,Medium,1,7,1,8
111367,111367,Medium,1,4,0,8
111368,111368,Medium,1,1,0,7
111369,111369,Low,0,1,0,2
111370,111370,Medium,1,5,0,6
111371,111371,Low,0,2,0,3
111372,111372,Medium,1,4,0,7
111373,111373,Low,0,1,0,1
111374,111374,Low,0,2,0,4
111375,111375,Medium,1,3,0,6
111376,111376,Medium,1,1,0,1
111377,111377,Medium,1,1,0,1
111378,111378,Low,0,1,0,3
111379,111379,Medium,1,1,0,3
111380,111380,High,2,5,0,2
111381,111381,Medium,1,2,0,8
111382,111382,Low,0,3,0,2
111383,111383,Medium,1,3,0,5
111384,111384,Medium,1,1,0,6
111385,111385,Medium,1,3,0,3
111386,111386,High,2,6,0,8
111387,111387,Low,0,2,0,5
111388,111388,Medium,1,3,0,6
111389,111389,Medium,1,2,0,2
111390,111390,Low,0,1,0,2
111391,111391,Medium,1,4,0,4
111392,111392,Medium,1,5,0,2
111393,111393,Medium,1,3,0,4
111394,111394,Low,0,6,0,7
111395,111395,High,2,5,0,5
111396,111396,Low,0,1,0,1
111397,111397,Medium,1,3,0,1
111398,111398,Low,0,4,0,4
111399,111399,Medium,1,4,0,6
111400,111400,Low,0,3,0,1
111401,111401,High,2,5,0,6
111402,111402,High,2,5,0,7
111403,111403,Low,0,3,0,1
111404,111404,High,2,2,0,2
111405,111405,Low,0,1,0,1
111406,111406,High,2,6,0,3
111407,111407,Low,0,3,0,1
111408,111408,Low,0,3,0,2
111409,111409,Medium,1,5,0,1
111410,111410,High,2,5,0,5
111411,111411,Low,0,2,0,4
111412,111412,Medium,1,3,0,6
111413,111413,Low,0,3,0,1
111414,111414,High,2,2,0,6
111415,111415,Low,0,4,0,9
111416,111416,High,2,4,0,1
111417,111417,Low,0,4,0,7
111418,111418,Medium,1,4,0,3
111419,111419,Medium,1,3,0,7
111420,111420,Medium,1,4,0,6
111421,111421,High,2,4,0,6
111422,111422,Medium,1,3,0,5
111423,111423,Medium,1,3,0,8
111424,111424,Low,0,2,0,3
111425,111425,Medium,1,3,0,4
111426,111426,High,2,4,0,5
111427,111427,Low,0,4,0,4
111428,111428,High,2,6,0,6
111429,111429,Medium,1,5,0,9
111430,111430,Low,0,3,0,5
111431,111431,High,2,6,0,6
111432,111432,High,2,7,1,9
111433,111433,High,2,1,0,1
111434,111434,High,2,1,0,1
111435,111435,Medium,1,3,0,8
111436,111436,High,2,3,0,7
111437,111437,Medium,1,2,0,1
111438,111438,Low,0,4,0,3
111439,111439,Medium,1,4,0,4
111440,111440,Medium,1,3,0,6
111441,111441,Medium,1,5,0,3
111442,111442,Medium,1,2,0,2
111443,111443,Medium,1,5,0,6
111444,111444,High,2,7,1,3
111445,111445,Medium,1,1,0,5
111446,111446,High,2,3,0,6
111447,111447,Low,0,4,0,7
111448,111448,Medium,1,4,0,6
111449,111449,High,2,5,0,1
111450,111450,High,2,6,0,7
111451,111451,High,2,2,0,2
111452,111452,Medium,1,3,0,2
111453,111453,Medium,1,1,0,1
111454,111454,Medium,1,2,0,4
111455,111455,Medium,1,3,0,7
111456,111456,Medium,1,2,0,4
111457,111457,Medium,1,2,0,2
111458,111458,Medium,1,7,1,1
111459,111459,Medium,1,3,0,8
111460,111460,Medium,1,3,0,4
111461,111461,High,2,2,0,1
111462,111462,Low,0,3,0,5
111463,111463,Medium,1,4,0,5
111464,111464,Medium,1,5,0,4
111465,111465,High,2,3,0,5
111466,111466,Medium,1,5,0,4
111467,111467,High,2,8,1,5
111468,111468,Medium,1,2,0,4
111469,111469,Low,0,4,0,3
111470,111470,Medium,1,6,0,3
111471,111471,High,2,2,0,1
111472,111472,Medium,1,3,0,3
111473,111473,Medium,1,5,0,3
111474,111474,Medium,1,1,0,5
111475,111475,Medium,1,3,0,5
111476,111476,Medium,1,2,0,2
111477,111477,High,2,4,0,4
111478,111478,Medium,1,3,0,3
111479,111479,Low,0,1,0,1
111480,111480,Low,0,4,0,5
111481,111481,High,2,7,1,6
111482,111482,Medium,1,3,0,5
111483,111483,Low,0,1,0,2
111484,111484,High,2,5,0,4
111485,111485,Low,0,2,0,5
111486,111486,Low,0,2,0,1
111487,111487,Low,0,3,0,3
111488,111488,Medium,1,4,0,6
111489,111489,Medium,1,2,0,5
111490,111490,Medium,1,3,0,2
111491,111491,Medium,1,1,0,4
111492,111492,Low,0,1,0,1
111493,111493,Medium,1,2,0,4
111494,111494,Low,0,2,0,4
111495,111495,Medium,1,7,1,4
111496,111496,Medium,1,5,0,5
111497,111497,Medium,1,4,0,6
111498,111498,Medium,1,3,0,7
111499,111499,Medium,1,4,0,3
111500,111500,High,2,5,0,9
111501,111501,Medium,1,3,0,3
111502,111502,Medium,1,5,0,7
111503,111503,Medium,1,4,0,5
111504,111504,Low,0,2,0,2
111505,111505,High,2,2,0,2
111506,111506,Medium,1,4,0,2
111507,111507,High,2,3,0,3
111508,111508,Medium,1,1,0,2
111509,111509,Low,0,3,0,5
111510,111510,Low,0,3,0,4
111511,111511,Low,0,5,0,2
111512,111512,Low,0,1,0,8
111513,111513,Low,0,7,1,4
111514,111514,Medium,1,6,0,8
111515,111515,High,2,2,0,3
111516,111516,Medium,1,3,0,5
111517,111517,Low,0,1,0,2
111518,111518,Medium,1,6,0,1
111519,111519,Medium,1,1,0,3
111520,111520,Medium,1,6,0,1
111521,111521,Medium,1,3,0,6
111522,111522,Low,0,2,0,5
111523,111523,Medium,1,4,0,5
111524,111524,Low,0,4,0,5
111525,111525,Medium,1,1,0,2
111526,111526,High,2,4,0,2
111527,111527,Low,0,2,0,2
111528,111528,Low,0,5,0,1
111529,111529,High,2,5,0,4
111530,111530,Medium,1,4,0,3
111531,111531,Low,0,1,0,3
111532,111532,Low,0,1,0,2
111533,111533,High,2,4,0,1
111534,111534,High,2,4,0,6
111535,111535,Low,0,2,0,4
111536,111536,Low,0,1,0,1
111537,111537,High,2,2,0,7
111538,111538,Medium,1,4,0,1
111539,111539,Low,0,5,0,3
111540,111540,Medium,1,5,0,2
111541,111541,Medium,1,5,0,5
111542,111542,Medium,1,4,0,2
111543,111543,Low,0,2,0,1
111544,111544,Low,0,4,0,3
111545,111545,Medium,1,3,0,6
111546,111546,High,2,6,0,6
111547,111547,High,2,5,0,6
111548,111548,Low,0,5,0,5
111549,111549,Medium,1,3,0,5
111550,111550,Medium,1,4,0,7
111551,111551,Medium,1,5,0,2
111552,111552,Low,0,3,0,5
111553,111553,Low,0,1,0,4
111554,111554,Low,0,4,0,4
111555,111555,Medium,1,4,0,6
111556,111556,Low,0,2,0,5
111557,111557,Medium,1,4,0,2
111558,111558,Low,0,4,0,5
111559,111559,High,2,6,0,6
111560,111560,Medium,1,2,0,2
111561,111561,Medium,1,5,0,5
111562,111562,Medium,1,6,0,1
111563,111563,Low,0,3,0,3
111564,111564,Medium,1,4,0,6
111565,111565,Low,0,1,0,8
111566,111566,Medium,1,6,0,9
111567,111567,High,2,4,0,5
111568,111568,Low,0,4,0,8
111569,111569,Low,0,6,0,7
111570,111570,Medium,1,1,0,2
111571,111571,Medium,1,2,0,3
111572,111572,Medium,1,2,0,1
111573,111573,Low,0,6,0,7
111574,111574,Low,0,4,0,4
111575,111575,Medium,1,2,0,3
111576,111576,Medium,1,5,0,3
111577,111577,Medium,1,1,0,2
111578,111578,Medium,1,5,0,5
111579,111579,Medium,1,5,0,3
111580,111580,Low,0,3,0,5
111581,111581,High,2,2,0,1
111582,111582,Low,0,4,0,2
111583,111583,Low,0,4,0,8
111584,111584,Low,0,4,0,7
111585,111585,Medium,1,1,0,4
111586,111586,Medium,1,3,0,1
111587,111587,Medium,1,4,0,5
111588,111588,Medium,1,4,0,6
111589,111589,Low,0,2,0,5
111590,111590,Low,0,1,0,1
111591,111591,Low,0,4,0,4
111592,111592,Medium,1,2,0,4
111593,111593,Medium,1,4,0,4
111594,111594,Low,0,3,0,1
111595,111595,High,2,3,0,4
111596,111596,Medium,1,4,0,7
111597,111597,Medium,1,4,0,2
111598,111598,Low,0,1,0,3
111599,111599,Medium,1,3,0,5
111600,111600,Medium,1,2,0,5
111601,111601,High,2,3,0,5
111602,111602,Low,0,5,0,3
111603,111603,Low,0,3,0,5
111604,111604,Medium,1,1,0,5
111605,111605,Low,0,4,0,5
111606,111606,High,2,3,0,4
111607,111607,Medium,1,5,0,7
111608,111608,Medium,1,1,0,1
111609,111609,Low,0,3,0,2
111610,111610,Low,0,2,0,2
111611,111611,Low,0,7,1,4
111612,111612,Medium,1,4,0,7
111613,111613,Medium,1,1,0,4
111614,111614,Medium,1,1,0,5
111615,111615,High,2,5,0,4
111616,111616,Low,0,3,0,3
111617,111617,Low,0,3,0,1
111618,111618,Low,0,1,0,1
111619,111619,Medium,1,2,0,3
111620,111620,Medium,1,6,0,9
111621,111621,Medium,1,2,0,4
111622,111622,Medium,1,6,0,4
111623,111623,High,2,2,0,1
111624,111624,Low,0,1,0,5
111625,111625,Medium,1,3,0,5
111626,111626,Low,0,3,0,5
111627,111627,Medium,1,4,0,3
111628,111628,Medium,1,4,0,1
111629,111629,High,2,6,0,4
111630,111630,Medium,1,1,0,1
111631,111631,Low,0,1,0,7
111632,111632,High,2,1,0,5
111633,111633,Low,0,4,0,6
111634,111634,Low,0,1,0,3
111635,111635,Medium,1,1,0,3
111636,111636,Low,0,2,0,7
111637,111637,Low,0,6,0,2
111638,111638,Low,0,2,0,7
111639,111639,High,2,6,0,4
111640,111640,Low,0,6,0,5
111641,111641,High,2,4,0,4
111642,111642,Low,0,3,0,3
111643,111643,Low,0,1,0,3
111644,111644,Low,0,4,0,6
111645,111645,High,2,7,1,4
111646,111646,Low,0,3,0,1
111647,111647,Medium,1,3,0,6
111648,111648,High,2,5,0,4
111649,111649,Medium,1,5,0,5
111650,111650,Medium,1,1,0,4
111651,111651,Medium,1,2,0,4
111652,111652,Low,0,4,0,5
111653,111653,Medium,1,1,0,1
111654,111654,Medium,1,4,0,2
111655,111655,Medium,1,2,0,6
111656,111656,Medium,1,1,0,4
111657,111657,Medium,1,4,0,4
111658,111658,High,2,4,0,5
111659,111659,Low,0,2,0,4
111660,111660,High,2,9,1,9
111661,111661,Medium,1,5,0,7
