Student_ID,Pre_Semester_GPA,Post_Semester_GPA,Cambio_GPA,Skill_Retention_Score,Riesgo_Academico,Estudio_Total,perfil_id,uso_ia_id,bienestar_id,institucion_id
103967,3.031,3.413,0.382,100.0,0,21.23,103967,103967,103967,1
103968,3.05,3.536,0.486,100.0,0,12.95,103968,103968,103968,2
103969,2.978,3.486,0.508,60.68,0,23.92,103969,103969,103969,2
103970,2.58,2.714,0.134,56.25,0,27.48,103970,103970,103970,3
103971,3.476,3.819,0.343,80.48,0,15.47,103971,103971,103971,2
103972,2.884,3.293,0.409,71.96,0,26.4,103972,103972,103972,2
103973,3.764,3.816,0.052,68.51,0,7.0,103973,103973,103973,3
103974,3.724,4.0,0.276,86.2,0,15.78,103974,103974,103974,2
103975,1.966,2.587,0.621,87.42,0,28.68,103975,103975,103975,3
103976,3.104,3.269,0.165,57.9,0,14.15,103976,103976,103976,3
103977,3.586,3.873,0.287,64.75,0,13.47,103977,103977,103977,2
103978,3.295,3.337,0.042,42.94,0,7.17,103978,103978,103978,2
103979,3.065,3.118,0.053,83.24,0,13.31,103979,103979,103979,2
103980,2.95,3.097,0.147,62.22,0,12.88,103980,103980,103980,2
103981,3.55,3.71,0.16,77.82,0,34.84,103981,103981,103981,2
103982,3.015,2.965,-0.05,73.06,0,14.59,103982,103982,103982,2
103983,3.856,4.0,0.144,64.35,0,18.74,103983,103983,103983,1
103984,3.735,4.0,0.265,97.96,0,26.53,103984,103984,103984,3
103985,3.525,3.738,0.213,73.3,0,14.9,103985,103985,103985,2
103986,3.249,3.276,0.027,99.78,0,9.01,103986,103986,103986,2
103987,2.727,2.861,0.134,76.58,0,18.18,103987,103987,103987,3
103988,3.195,3.348,0.153,79.99,0,10.64,103988,103988,103988,3
103989,2.655,2.713,0.058,73.23,0,8.7,103989,103989,103989,2
103990,3.205,3.013,-0.192,80.48,0,15.15,103990,103990,103990,2
103991,3.47,3.927,0.457,71.74,0,41.0,103991,103991,103991,2
103992,3.454,4.0,0.546,65.68,0,13.27,103992,103992,103992,2
103993,2.676,2.971,0.295,62.61,0,13.21,103993,103993,103993,3
103994,2.633,2.805,0.172,64.98,0,13.94,103994,103994,103994,2
103995,3.383,3.139,-0.244,74.87,0,2.84,103995,103995,103995,2
103996,3.636,3.852,0.216,79.83,0,14.77,103996,103996,103996,3
103997,3.907,4.0,0.093,73.47,0,29.1,103997,103997,103997,3
103998,3.661,3.984,0.323,61.31,0,13.0,103998,103998,103998,2
103999,3.524,3.678,0.154,83.83,0,13.4,103999,103999,103999,3
104000,2.636,2.785,0.149,66.09,0,20.04,104000,104000,104000,2
104001,2.139,2.392,0.253,63.78,1,20.81,104001,104001,104001,3
104002,2.913,3.224,0.311,65.87,0,20.11,104002,104002,104002,2
104003,2.61,2.861,0.251,64.22,0,11.33,104003,104003,104003,3
104004,3.734,3.895,0.161,72.44,0,38.24,104004,104004,104004,1
104005,2.932,3.114,0.182,62.23,0,9.76,104005,104005,104005,1
104006,2.79,3.062,0.272,76.53,0,10.53,104006,104006,104006,3
104007,3.053,3.084,0.031,64.16,0,11.93,104007,104007,104007,3
104008,3.647,3.339,-0.308,67.22,1,17.65,104008,104008,104008,2
104009,3.611,4.0,0.389,99.65,0,24.14,104009,104009,104009,3
104010,2.674,3.014,0.34,84.9,0,20.27,104010,104010,104010,3
104011,3.322,3.325,0.003,87.49,0,18.38,104011,104011,104011,2
104012,3.785,3.854,0.069,79.72,0,25.56,104012,104012,104012,2
104013,3.578,3.834,0.256,95.29,0,37.6,104013,104013,104013,3
104014,3.278,3.573,0.295,81.57,0,21.32,104014,104014,104014,2
104015,3.661,3.527,-0.134,71.16,0,14.05,104015,104015,104015,3
104016,2.512,3.144,0.632,96.6,0,9.57,104016,104016,104016,2
104017,3.459,3.33,-0.129,73.78,0,24.51,104017,104017,104017,2
104018,1.888,2.096,0.208,88.32,1,5.37,104018,104018,104018,2
104019,3.094,3.573,0.479,75.91,0,19.5,104019,104019,104019,1
104020,2.795,3.029,0.234,89.36,0,11.98,104020,104020,104020,2
104021,2.917,3.244,0.327,79.24,0,17.27,104021,104021,104021,2
104022,2.987,3.224,0.237,71.62,0,11.77,104022,104022,104022,2
104023,3.269,3.825,0.556,80.19,0,13.67,104023,104023,104023,1
104024,2.726,2.851,0.125,78.9,0,16.32,104024,104024,104024,2
104025,2.461,2.638,0.177,76.4,0,21.05,104025,104025,104025,3
104026,3.305,3.358,0.053,77.85,0,6.81,104026,104026,104026,3
104027,3.875,3.791,-0.084,68.92,0,17.47,104027,104027,104027,3
104028,3.553,4.0,0.447,82.9,0,26.72,104028,104028,104028,2
104029,3.778,4.0,0.222,65.1,0,24.49,104029,104029,104029,2
104030,3.921,4.0,0.079,88.89,0,18.63,104030,104030,104030,3
104031,2.015,2.478,0.463,74.69,1,19.64,104031,104031,104031,3
104032,3.607,3.693,0.086,82.67,0,29.17,104032,104032,104032,2
104033,3.148,3.745,0.597,98.23,0,26.19,104033,104033,104033,3
104034,3.247,3.282,0.035,72.09,0,18.74,104034,104034,104034,2
104035,2.794,2.886,0.092,81.4,0,20.99,104035,104035,104035,2
104036,3.911,4.0,0.089,97.45,0,22.01,104036,104036,104036,2
104037,2.713,2.937,0.224,63.13,0,20.88,104037,104037,104037,3
104038,3.346,3.661,0.315,50.0,0,9.17,104038,104038,104038,3
104039,3.394,3.175,-0.219,56.73,0,25.52,104039,104039,104039,2
104040,2.461,2.477,0.016,74.57,1,5.75,104040,104040,104040,1
104041,2.959,3.142,0.183,78.58,0,13.18,104041,104041,104041,2
104042,3.855,4.0,0.145,65.69,0,26.72,104042,104042,104042,2
104043,3.801,3.882,0.081,58.94,0,7.65,104043,104043,104043,3
104044,3.546,3.552,0.006,62.72,0,24.82,104044,104044,104044,2
104045,3.739,4.0,0.261,74.68,0,9.5,104045,104045,104045,1
104046,2.533,2.698,0.165,59.86,0,17.59,104046,104046,104046,2
104047,2.777,2.968,0.191,83.27,0,7.78,104047,104047,104047,3
104048,3.054,2.938,-0.116,61.37,0,33.36,104048,104048,104048,1
104049,2.168,2.206,0.038,100.0,1,31.2,104049,104049,104049,3
104050,2.815,3.164,0.349,73.82,0,18.65,104050,104050,104050,2
104051,3.5,3.683,0.183,57.51,0,15.41,104051,104051,104051,2
104052,3.839,3.934,0.095,71.2,0,12.89,104052,104052,104052,2
104053,3.2,3.45,0.25,58.47,0,10.44,104053,104053,104053,3
104054,2.408,2.384,-0.024,70.67,1,14.57,104054,104054,104054,2
104055,3.055,3.293,0.238,65.53,0,2.69,104055,104055,104055,2
104056,2.894,3.369,0.475,77.49,0,42.93,104056,104056,104056,2
104057,3.181,3.457,0.276,47.16,0,20.4,104057,104057,104057,2
104058,2.828,2.855,0.027,88.82,0,12.02,104058,104058,104058,2
104059,3.019,3.128,0.109,89.42,0,26.19,104059,104059,104059,2
104060,3.587,3.839,0.252,85.3,0,12.36,104060,104060,104060,3
104061,3.377,3.533,0.156,54.06,0,17.46,104061,104061,104061,3
104062,2.53,2.973,0.443,89.03,0,32.56,104062,104062,104062,2
104063,3.197,3.699,0.502,79.34,0,22.22,104063,104063,104063,3
104064,3.235,3.565,0.33,80.7,0,36.3,104064,104064,104064,3
104065,2.575,2.412,-0.163,50.37,1,18.6,104065,104065,104065,3
104066,3.363,3.326,-0.037,84.73,0,31.82,104066,104066,104066,2
104067,3.272,3.473,0.201,80.92,0,13.53,104067,104067,104067,2
104068,2.971,3.132,0.161,75.53,0,21.62,104068,104068,104068,2
104069,2.075,2.149,0.074,60.53,1,8.58,104069,104069,104069,1
104070,3.662,3.928,0.266,66.36,0,12.49,104070,104070,104070,1
104071,2.997,2.951,-0.046,86.71,0,13.53,104071,104071,104071,3
104072,2.233,2.526,0.293,87.93,0,24.05,104072,104072,104072,3
104073,3.886,4.0,0.114,73.22,0,18.81,104073,104073,104073,2
104074,3.695,3.762,0.067,91.83,0,18.19,104074,104074,104074,2
104075,3.85,3.902,0.052,65.85,0,19.15,104075,104075,104075,2
104076,3.164,3.563,0.399,63.47,0,15.42,104076,104076,104076,3
104077,3.903,4.0,0.097,70.92,0,8.23,104077,104077,104077,3
104078,3.178,3.165,-0.013,84.32,0,11.64,104078,104078,104078,1
104079,3.252,3.682,0.43,96.58,0,24.79,104079,104079,104079,2
104080,3.19,3.295,0.105,84.62,0,5.98,104080,104080,104080,2
104081,3.374,3.315,-0.059,81.39,0,12.12,104081,104081,104081,3
104082,2.579,2.81,0.231,77.12,0,11.13,104082,104082,104082,2
104083,3.203,3.556,0.353,89.19,0,18.36,104083,104083,104083,3
104084,3.044,2.911,-0.133,46.3,0,6.91,104084,104084,104084,2
104085,2.863,3.191,0.328,85.88,0,13.68,104085,104085,104085,2
104086,2.878,3.431,0.553,100.0,0,22.57,104086,104086,104086,2
104087,3.569,3.621,0.052,77.68,0,44.75,104087,104087,104087,2
104088,3.309,3.575,0.266,100.0,0,22.38,104088,104088,104088,3
104089,3.215,3.451,0.236,83.33,0,17.62,104089,104089,104089,2
104090,2.944,3.294,0.35,63.7,0,20.32,104090,104090,104090,3
104091,3.122,3.115,-0.007,59.53,0,31.52,104091,104091,104091,2
104092,2.678,2.737,0.059,93.74,0,21.9,104092,104092,104092,2
104093,3.271,3.485,0.214,65.35,0,20.41,104093,104093,104093,2
104094,2.732,2.957,0.225,71.79,0,12.64,104094,104094,104094,2
104095,3.288,4.0,0.712,74.92,0,10.55,104095,104095,104095,2
104096,3.372,3.712,0.34,82.53,0,13.27,104096,104096,104096,2
104097,3.573,4.0,0.427,98.18,0,9.52,104097,104097,104097,3
104098,3.011,3.463,0.452,78.18,0,28.59,104098,104098,104098,3
104099,3.799,4.0,0.201,74.52,0,17.58,104099,104099,104099,1
104100,3.86,4.0,0.14,66.59,0,20.73,104100,104100,104100,1
104101,3.244,3.41,0.166,92.37,0,13.11,104101,104101,104101,2
104102,3.033,3.606,0.573,45.95,0,46.97,104102,104102,104102,1
104103,3.685,3.654,-0.031,71.78,0,18.73,104103,104103,104103,2
104104,3.371,3.585,0.214,92.31,0,39.72,104104,104104,104104,2
104105,2.798,3.127,0.329,81.41,0,24.0,104105,104105,104105,3
104106,3.513,3.791,0.278,75.9,0,7.95,104106,104106,104106,3
104107,3.375,3.332,-0.043,91.69,0,6.4,104107,104107,104107,3
104108,3.138,3.365,0.227,93.4,0,17.31,104108,104108,104108,1
104109,2.842,2.801,-0.041,74.95,0,13.69,104109,104109,104109,1
104110,2.436,2.308,-0.128,75.32,1,9.7,104110,104110,104110,2
104111,3.229,3.419,0.19,66.66,0,23.64,104111,104111,104111,2
104112,3.715,4.0,0.285,64.39,0,29.23,104112,104112,104112,1
104113,3.514,3.273,-0.241,70.43,0,14.7,104113,104113,104113,2
104114,3.915,4.0,0.085,91.47,0,44.93,104114,104114,104114,1
104115,3.148,3.245,0.097,81.49,0,15.08,104115,104115,104115,2
104116,3.052,3.354,0.302,78.17,0,9.91,104116,104116,104116,3
104117,3.446,3.329,-0.117,85.77,0,10.91,104117,104117,104117,1
104118,3.679,3.881,0.202,99.56,0,19.66,104118,104118,104118,2
104119,3.384,3.791,0.407,67.69,0,9.95,104119,104119,104119,2
104120,3.708,3.832,0.124,57.74,0,14.76,104120,104120,104120,2
104121,3.442,3.677,0.235,82.72,0,9.44,104121,104121,104121,1
104122,2.51,2.713,0.203,79.43,0,4.75,104122,104122,104122,1
104123,3.312,3.607,0.295,66.51,0,15.91,104123,104123,104123,3
104124,3.314,3.457,0.143,67.22,0,25.53,104124,104124,104124,3
104125,2.249,2.822,0.573,65.7,0,19.69,104125,104125,104125,1
104126,3.664,4.0,0.336,97.69,0,21.04,104126,104126,104126,2
104127,3.411,3.573,0.162,69.3,0,29.97,104127,104127,104127,2
104128,3.633,4.0,0.367,62.69,0,21.19,104128,104128,104128,1
104129,3.736,3.805,0.069,86.71,0,21.6,104129,104129,104129,2
104130,1.717,2.154,0.437,87.37,1,14.38,104130,104130,104130,2
104131,2.867,3.473,0.606,99.03,0,17.32,104131,104131,104131,2
104132,3.856,4.0,0.144,81.74,0,31.07,104132,104132,104132,2
104133,2.806,2.84,0.034,89.23,0,27.33,104133,104133,104133,2
104134,3.102,3.621,0.519,71.49,0,20.69,104134,104134,104134,1
104135,3.697,3.829,0.132,68.34,0,20.09,104135,104135,104135,1
104136,2.711,2.774,0.063,89.64,0,19.72,104136,104136,104136,1
104137,2.837,3.153,0.316,72.8,0,18.05,104137,104137,104137,2
104138,3.303,3.515,0.212,80.26,0,13.53,104138,104138,104138,1
104139,2.623,2.874,0.251,80.96,0,19.38,104139,104139,104139,1
104140,3.388,3.941,0.553,80.63,0,17.49,104140,104140,104140,2
104141,3.504,3.518,0.014,68.02,0,10.64,104141,104141,104141,3
104142,3.079,3.187,0.108,69.4,0,7.0,104142,104142,104142,1
104143,3.183,3.198,0.015,66.52,0,11.26,104143,104143,104143,2
104144,3.606,3.626,0.02,53.84,0,5.48,104144,104144,104144,2
104145,3.014,3.227,0.213,90.19,0,13.42,104145,104145,104145,2
104146,2.959,3.038,0.079,54.76,0,20.67,104146,104146,104146,1
104147,3.255,3.204,-0.051,87.43,0,14.66,104147,104147,104147,3
104148,3.042,3.323,0.281,87.52,0,11.84,104148,104148,104148,2
104149,2.727,2.825,0.098,77.74,0,22.0,104149,104149,104149,3
104150,3.078,3.353,0.275,80.15,0,19.69,104150,104150,104150,1
104151,2.452,2.649,0.197,82.45,0,24.68,104151,104151,104151,2
104152,3.552,3.692,0.14,71.99,0,30.08,104152,104152,104152,3
104153,3.679,3.974,0.295,87.0,0,26.15,104153,104153,104153,2
104154,3.437,3.815,0.378,76.63,0,14.7,104154,104154,104154,1
104155,3.774,3.674,-0.1,55.99,0,40.85,104155,104155,104155,3
104156,3.299,3.47,0.171,94.29,0,7.88,104156,104156,104156,2
104157,3.713,4.0,0.287,75.64,0,16.09,104157,104157,104157,3
104158,3.341,3.89,0.549,88.5,0,17.58,104158,104158,104158,1
104159,3.798,3.821,0.023,78.7,0,2.04,104159,104159,104159,3
104160,2.622,2.824,0.202,63.16,0,6.8,104160,104160,104160,3
104161,3.138,3.479,0.341,81.43,0,23.89,104161,104161,104161,3
104162,3.88,4.0,0.12,66.57,0,11.36,104162,104162,104162,2
104163,3.807,3.884,0.077,63.83,0,17.58,104163,104163,104163,3
104164,2.936,3.096,0.16,67.44,0,11.28,104164,104164,104164,3
104165,2.887,2.904,0.017,81.92,0,14.63,104165,104165,104165,1
104166,2.441,2.494,0.053,74.99,1,8.33,104166,104166,104166,2
104167,2.859,3.152,0.293,90.74,0,10.26,104167,104167,104167,2
104168,2.908,3.189,0.281,65.31,0,16.79,104168,104168,104168,2
104169,2.394,2.283,-0.111,76.16,1,14.03,104169,104169,104169,3
104170,3.806,3.99,0.184,57.32,0,17.45,104170,104170,104170,3
104171,2.827,3.142,0.315,67.24,0,18.35,104171,104171,104171,3
104172,3.825,3.862,0.037,37.37,0,34.52,104172,104172,104172,2
104173,2.696,2.54,-0.156,68.06,0,6.12,104173,104173,104173,1
104174,3.813,4.0,0.187,67.31,0,38.65,104174,104174,104174,2
104175,2.934,3.281,0.347,75.44,0,26.37,104175,104175,104175,3
104176,3.256,3.492,0.236,90.22,0,22.62,104176,104176,104176,2
104177,2.983,3.258,0.275,59.09,0,19.87,104177,104177,104177,1
104178,2.842,3.09,0.248,87.25,0,18.51,104178,104178,104178,3
104179,3.055,3.082,0.027,64.64,0,16.19,104179,104179,104179,1
104180,2.739,3.018,0.279,80.31,0,22.86,104180,104180,104180,3
104181,3.092,2.93,-0.162,53.95,0,10.26,104181,104181,104181,2
104182,3.401,3.472,0.071,87.18,0,6.38,104182,104182,104182,1
104183,3.532,3.483,-0.049,61.01,0,12.32,104183,104183,104183,2
104184,3.057,3.101,0.044,78.26,0,10.65,104184,104184,104184,2
104185,3.553,3.686,0.133,86.24,0,21.22,104185,104185,104185,1
104186,3.332,3.735,0.403,53.88,0,19.12,104186,104186,104186,2
104187,3.106,3.345,0.239,66.23,0,12.67,104187,104187,104187,2
104188,3.511,4.0,0.489,77.63,0,11.96,104188,104188,104188,2
104189,3.285,3.318,0.033,78.54,0,30.49,104189,104189,104189,1
104190,2.32,2.793,0.473,71.23,0,35.7,104190,104190,104190,2
104191,3.841,4.0,0.159,71.43,0,30.15,104191,104191,104191,3
104192,3.284,3.28,-0.004,65.63,0,3.2,104192,104192,104192,2
104193,3.042,3.248,0.206,100.0,0,10.24,104193,104193,104193,1
104194,1.94,2.064,0.124,82.83,1,15.66,104194,104194,104194,1
104195,3.238,3.267,0.029,84.28,0,21.45,104195,104195,104195,3
104196,2.72,3.189,0.469,84.14,0,20.5,104196,104196,104196,2
104197,3.188,3.603,0.415,55.03,0,36.0,104197,104197,104197,2
104198,2.843,2.658,-0.185,63.66,0,10.63,104198,104198,104198,1
104199,3.504,3.49,-0.014,92.26,0,18.9,104199,104199,104199,2
104200,3.389,3.526,0.137,53.75,0,11.22,104200,104200,104200,3
104201,2.362,2.913,0.551,76.0,0,19.75,104201,104201,104201,2
104202,3.086,3.287,0.201,99.91,0,14.23,104202,104202,104202,3
104203,3.761,4.0,0.239,87.05,0,29.98,104203,104203,104203,3
104204,1.866,1.989,0.123,71.92,1,9.88,104204,104204,104204,2
104205,3.446,3.863,0.417,86.47,0,28.85,104205,104205,104205,3
104206,3.073,3.467,0.394,56.41,0,42.06,104206,104206,104206,1
104207,2.574,2.619,0.045,54.36,0,28.45,104207,104207,104207,2
104208,3.558,3.7,0.142,65.76,0,22.58,104208,104208,104208,2
104209,2.589,2.906,0.317,61.79,0,27.89,104209,104209,104209,2
104210,2.536,2.505,-0.031,82.47,0,15.95,104210,104210,104210,2
104211,3.181,3.79,0.609,82.21,0,9.48,104211,104211,104211,2
104212,1.616,2.038,0.422,79.94,1,28.32,104212,104212,104212,2
104213,3.191,3.341,0.15,73.88,0,9.17,104213,104213,104213,1
104214,2.868,2.962,0.094,76.84,0,8.52,104214,104214,104214,2
104215,3.121,3.267,0.146,100.0,0,18.81,104215,104215,104215,2
104216,3.136,3.557,0.421,51.49,0,16.69,104216,104216,104216,2
104217,3.388,3.738,0.35,100.0,0,12.14,104217,104217,104217,3
104218,2.524,2.623,0.099,69.52,0,15.32,104218,104218,104218,3
104219,3.148,3.409,0.261,58.32,0,13.13,104219,104219,104219,3
104220,3.424,3.539,0.115,70.71,0,11.01,104220,104220,104220,1
104221,3.428,3.639,0.211,59.22,0,9.41,104221,104221,104221,2
104222,3.533,3.924,0.391,82.31,0,11.85,104222,104222,104222,1
104223,3.133,3.04,-0.093,76.67,0,6.17,104223,104223,104223,3
104224,3.307,3.479,0.172,89.2,0,37.78,104224,104224,104224,2
104225,2.605,2.615,0.01,70.79,0,12.08,104225,104225,104225,2
104226,3.348,3.686,0.338,80.09,0,25.04,104226,104226,104226,2
104227,2.959,3.125,0.166,89.57,0,26.89,104227,104227,104227,2
104228,2.619,2.825,0.206,49.83,0,14.2,104228,104228,104228,3
104229,3.19,3.071,-0.119,74.87,0,20.17,104229,104229,104229,3
104230,3.672,3.813,0.141,81.6,0,15.11,104230,104230,104230,3
104231,3.32,3.531,0.211,78.0,0,24.82,104231,104231,104231,2
104232,3.778,3.819,0.041,73.61,0,10.38,104232,104232,104232,3
104233,3.206,3.423,0.217,76.87,0,22.29,104233,104233,104233,3
104234,3.13,3.47,0.34,81.6,0,12.44,104234,104234,104234,3
104235,3.247,2.957,-0.29,70.92,0,15.64,104235,104235,104235,1
104236,2.882,3.434,0.552,86.65,0,20.96,104236,104236,104236,1
104237,3.938,4.0,0.062,82.99,0,52.92,104237,104237,104237,3
104238,3.315,3.486,0.171,65.82,0,26.08,104238,104238,104238,2
104239,3.553,3.507,-0.046,100.0,0,15.32,104239,104239,104239,2
104240,3.161,3.363,0.202,93.2,0,14.04,104240,104240,104240,2
104241,3.331,3.425,0.094,83.75,0,13.71,104241,104241,104241,3
104242,2.399,2.557,0.158,67.6,0,20.22,104242,104242,104242,1
104243,3.12,3.009,-0.111,63.78,0,3.97,104243,104243,104243,2
104244,3.674,3.757,0.083,81.37,0,10.38,104244,104244,104244,3
104245,3.242,3.802,0.56,58.9,0,15.29,104245,104245,104245,3
104246,3.31,3.753,0.443,61.65,0,25.17,104246,104246,104246,2
104247,2.91,3.1,0.19,77.74,0,14.94,104247,104247,104247,2
104248,3.031,2.793,-0.238,63.78,0,8.35,104248,104248,104248,2
104249,2.484,2.444,-0.04,75.03,1,4.21,104249,104249,104249,1
104250,3.846,4.0,0.154,91.57,0,16.87,104250,104250,104250,2
104251,3.182,3.476,0.294,58.3,0,9.07,104251,104251,104251,2
104252,3.462,4.0,0.538,100.0,0,22.22,104252,104252,104252,2
104253,2.76,2.912,0.152,82.3,0,16.04,104253,104253,104253,3
104254,2.604,2.637,0.033,97.61,0,27.8,104254,104254,104254,2
104255,3.12,3.398,0.278,53.83,0,29.15,104255,104255,104255,2
104256,3.578,3.551,-0.027,90.69,0,20.17,104256,104256,104256,1
104257,3.785,3.601,-0.184,82.19,0,28.25,104257,104257,104257,2
104258,2.732,2.865,0.133,41.78,0,20.87,104258,104258,104258,2
104259,2.14,2.318,0.178,64.11,1,10.53,104259,104259,104259,2
104260,3.619,3.731,0.112,71.93,0,10.12,104260,104260,104260,3
104261,1.834,1.959,0.125,76.89,1,19.34,104261,104261,104261,2
104262,3.565,3.549,-0.016,83.34,0,14.35,104262,104262,104262,3
104263,1.67,1.548,-0.122,57.85,1,9.75,104263,104263,104263,3
104264,3.295,3.856,0.561,90.16,0,13.4,104264,104264,104264,2
104265,3.693,3.828,0.135,61.69,0,19.37,104265,104265,104265,2
104266,2.741,2.8,0.059,55.41,0,35.02,104266,104266,104266,2
104267,3.558,3.665,0.107,100.0,0,11.26,104267,104267,104267,2
104268,3.144,3.574,0.43,77.27,0,15.84,104268,104268,104268,2
104269,3.208,3.249,0.041,55.46,0,33.77,104269,104269,104269,1
104270,2.945,3.326,0.381,60.7,0,32.42,104270,104270,104270,3
104271,3.429,3.699,0.27,71.07,0,10.75,104271,104271,104271,2
104272,3.146,3.452,0.306,69.25,0,19.83,104272,104272,104272,2
104273,3.208,3.643,0.435,79.65,0,22.67,104273,104273,104273,2
104274,3.055,3.08,0.025,68.59,0,24.1,104274,104274,104274,3
104275,3.158,3.454,0.296,67.71,0,14.52,104275,104275,104275,1
104276,3.215,3.202,-0.013,65.26,0,6.03,104276,104276,104276,2
104277,3.206,3.224,0.018,68.17,0,21.62,104277,104277,104277,1
104278,3.423,3.518,0.095,72.66,0,22.71,104278,104278,104278,1
104279,3.245,3.592,0.347,76.98,0,30.34,104279,104279,104279,1
104280,3.52,3.846,0.326,63.73,0,15.63,104280,104280,104280,3
104281,3.167,3.28,0.113,75.08,0,31.24,104281,104281,104281,3
104282,2.726,2.903,0.177,75.32,0,32.24,104282,104282,104282,2
104283,3.532,3.82,0.288,86.34,0,27.23,104283,104283,104283,2
104284,3.924,4.0,0.076,76.05,0,20.44,104284,104284,104284,3
104285,3.011,3.22,0.209,82.23,0,20.09,104285,104285,104285,2
104286,3.525,3.995,0.47,83.07,0,24.93,104286,104286,104286,3
104287,3.756,3.872,0.116,48.08,0,16.18,104287,104287,104287,1
104288,2.866,2.946,0.08,74.9,0,13.98,104288,104288,104288,2
104289,2.477,2.927,0.45,83.01,0,19.67,104289,104289,104289,2
104290,3.853,3.956,0.103,74.86,0,16.73,104290,104290,104290,2
104291,3.226,3.48,0.254,91.16,0,18.21,104291,104291,104291,2
104292,3.313,3.532,0.219,76.91,0,37.85,104292,104292,104292,1
104293,3.679,4.0,0.321,84.19,0,8.7,104293,104293,104293,2
104294,2.83,2.903,0.073,68.22,0,18.65,104294,104294,104294,2
104295,3.026,2.785,-0.241,91.03,0,13.86,104295,104295,104295,3
104296,3.495,4.0,0.505,81.97,0,26.95,104296,104296,104296,2
104297,2.64,2.713,0.073,57.06,0,20.08,104297,104297,104297,2
104298,3.697,3.822,0.125,73.53,0,26.72,104298,104298,104298,1
104299,2.791,2.715,-0.076,80.24,0,13.13,104299,104299,104299,3
104300,2.556,2.865,0.309,63.19,0,26.63,104300,104300,104300,1
104301,3.256,3.148,-0.108,52.86,0,14.89,104301,104301,104301,2
104302,2.206,2.297,0.091,54.97,1,17.25,104302,104302,104302,2
104303,3.109,2.956,-0.153,83.21,0,13.86,104303,104303,104303,1
104304,3.188,3.26,0.072,71.11,0,25.83,104304,104304,104304,2
104305,3.689,3.818,0.129,75.64,0,20.86,104305,104305,104305,1
104306,2.311,2.866,0.555,82.21,0,14.14,104306,104306,104306,2
104307,3.511,3.68,0.169,80.81,0,7.08,104307,104307,104307,2
104308,3.79,3.83,0.04,63.85,0,26.23,104308,104308,104308,3
104309,2.637,2.871,0.234,93.41,0,21.43,104309,104309,104309,3
104310,3.461,3.722,0.261,58.44,0,15.22,104310,104310,104310,1
104311,3.194,3.519,0.325,77.67,0,8.93,104311,104311,104311,1
104312,2.652,2.788,0.136,74.76,0,7.41,104312,104312,104312,2
104313,3.031,3.2,0.169,75.99,0,22.44,104313,104313,104313,1
104314,2.721,3.015,0.294,79.99,0,23.77,104314,104314,104314,3
104315,2.75,3.269,0.519,69.07,0,29.76,104315,104315,104315,2
104316,2.566,3.07,0.504,79.58,0,19.9,104316,104316,104316,1
104317,2.75,2.953,0.203,65.3,0,22.74,104317,104317,104317,2
104318,2.293,2.602,0.309,82.11,0,30.57,104318,104318,104318,2
104319,2.462,2.495,0.033,70.4,1,16.62,104319,104319,104319,3
104320,2.464,2.737,0.273,65.21,0,18.47,104320,104320,104320,3
104321,3.571,3.498,-0.073,75.68,0,6.55,104321,104321,104321,2
104322,3.787,3.85,0.063,78.02,0,15.17,104322,104322,104322,3
104323,3.05,3.358,0.308,78.6,0,23.74,104323,104323,104323,3
104324,3.637,4.0,0.363,100.0,0,20.78,104324,104324,104324,1
104325,2.902,3.11,0.208,60.45,0,32.53,104325,104325,104325,2
104326,3.024,3.36,0.336,80.52,0,37.97,104326,104326,104326,3
104327,3.249,3.692,0.443,100.0,0,22.01,104327,104327,104327,2
104328,3.264,3.651,0.387,55.02,0,19.63,104328,104328,104328,1
104329,3.598,3.826,0.228,82.07,0,25.47,104329,104329,104329,3
104330,1.892,2.022,0.13,65.38,1,10.67,104330,104330,104330,2
104331,2.847,2.955,0.108,69.08,0,26.87,104331,104331,104331,2
104332,3.402,3.33,-0.072,94.62,0,11.22,104332,104332,104332,2
104333,3.625,3.722,0.097,77.64,0,12.94,104333,104333,104333,1
104334,2.983,3.47,0.487,91.17,0,31.01,104334,104334,104334,2
104335,2.949,3.333,0.384,50.12,0,31.06,104335,104335,104335,1
104336,3.262,3.423,0.161,81.21,0,28.6,104336,104336,104336,2
104337,3.77,3.687,-0.083,77.26,0,7.08,104337,104337,104337,1
104338,3.519,3.984,0.465,74.9,0,21.34,104338,104338,104338,2
104339,3.777,3.991,0.214,59.07,0,17.53,104339,104339,104339,1
104340,3.662,3.565,-0.097,84.65,0,17.12,104340,104340,104340,3
104341,2.75,2.822,0.072,64.82,0,9.44,104341,104341,104341,2
104342,3.168,3.358,0.19,60.23,0,32.61,104342,104342,104342,2
104343,3.553,3.678,0.125,72.42,0,8.5,104343,104343,104343,2
104344,3.068,3.232,0.164,85.05,0,14.29,104344,104344,104344,2
104345,3.802,4.0,0.198,99.05,0,32.27,104345,104345,104345,2
104346,3.399,3.689,0.29,67.1,0,16.48,104346,104346,104346,3
104347,3.788,3.98,0.192,71.59,0,25.27,104347,104347,104347,1
104348,3.313,3.579,0.266,100.0,0,22.09,104348,104348,104348,2
104349,3.626,3.912,0.286,80.16,0,20.41,104349,104349,104349,2
104350,2.923,3.075,0.152,71.74,0,18.11,104350,104350,104350,3
