uso_ia_id,Student_ID,Weekly_GenAI_Hours,Nivel_Uso_IA,Uso_IA_Encoded,Primary_Use_Case,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours
111554,111554,3.43,Bajo,0,Ideation,3,0,8.28
111555,111555,6.84,Medio,1,Ideation,1,0,12.47
111556,111556,3.21,Bajo,0,Debugging/Troubleshooting,1,0,5.2
111557,111557,8.25,Medio,1,Debugging/Troubleshooting,4,0,17.59
111558,111558,10.2,Medio,1,Ideation,4,0,17.13
111559,111559,40.0,Alto,2,Debugging/Troubleshooting,4,1,13.0
111560,111560,7.93,Medio,1,Ideation,4,0,12.08
111561,111561,7.29,Medio,1,Ideation,5,1,20.47
111562,111562,25.61,Alto,2,Summarizing_Reading,3,0,21.34
111563,111563,1.87,Bajo,0,Summarizing_Reading,2,1,13.45
111564,111564,1.22,Bajo,0,Copywriting/Drafting,3,0,11.98
111565,111565,6.14,Medio,1,Copywriting/Drafting,2,1,9.88
111566,111566,14.68,Medio,1,Debugging/Troubleshooting,1,0,17.0
111567,111567,1.94,Bajo,0,Direct_Answer_Generation,5,0,1.0
111568,111568,8.88,Medio,1,Copywriting/Drafting,2,0,15.15
111569,111569,26.77,Alto,2,Summarizing_Reading,5,0,22.32
111570,111570,0.94,Bajo,0,Summarizing_Reading,3,1,20.37
111571,111571,3.42,Bajo,0,Direct_Answer_Generation,3,1,9.51
111572,111572,4.01,Bajo,0,Copywriting/Drafting,2,1,11.1
111573,111573,10.39,Medio,1,Debugging/Troubleshooting,4,1,16.77
111574,111574,22.16,Alto,2,Debugging/Troubleshooting,4,1,1.91
111575,111575,7.21,Medio,1,Debugging/Troubleshooting,3,0,13.71
111576,111576,17.61,Alto,2,Debugging/Troubleshooting,4,1,9.96
111577,111577,1.78,Bajo,0,Ideation,3,0,22.28
111578,111578,5.18,Medio,1,Summarizing_Reading,3,0,20.74
111579,111579,5.15,Medio,1,Copywriting/Drafting,4,0,4.27
111580,111580,5.49,Medio,1,Copywriting/Drafting,3,1,12.05
111581,111581,4.81,Bajo,0,Debugging/Troubleshooting,4,1,16.9
111582,111582,0.06,Bajo,0,Debugging/Troubleshooting,5,0,18.59
111583,111583,0.72,Bajo,0,Debugging/Troubleshooting,4,0,18.37
111584,111584,15.81,Alto,2,Summarizing_Reading,4,0,7.7
111585,111585,6.6,Medio,1,Ideation,2,0,11.98
111586,111586,8.3,Medio,1,Debugging/Troubleshooting,2,1,5.13
111587,111587,3.1,Bajo,0,Copywriting/Drafting,2,1,23.82
111588,111588,3.27,Bajo,0,Debugging/Troubleshooting,4,0,7.59
111589,111589,4.24,Bajo,0,Copywriting/Drafting,2,0,12.67
111590,111590,7.56,Medio,1,Ideation,2,1,6.07
111591,111591,0.0,Bajo,0,Copywriting/Drafting,3,1,7.59
111592,111592,8.76,Medio,1,Summarizing_Reading,3,1,7.61
111593,111593,10.92,Medio,1,Debugging/Troubleshooting,3,0,10.7
111594,111594,5.23,Medio,1,Ideation,5,1,12.2
111595,111595,2.92,Bajo,0,Copywriting/Drafting,3,0,16.22
111596,111596,4.75,Bajo,0,Copywriting/Drafting,2,0,13.43
111597,111597,1.53,Bajo,0,Copywriting/Drafting,3,1,6.85
111598,111598,7.92,Medio,1,Direct_Answer_Generation,2,0,12.71
111599,111599,7.14,Medio,1,Debugging/Troubleshooting,1,1,9.36
111600,111600,2.57,Bajo,0,Ideation,3,1,18.36
111601,111601,19.22,Alto,2,Copywriting/Drafting,3,1,5.22
111602,111602,8.46,Medio,1,Copywriting/Drafting,2,1,9.63
111603,111603,1.27,Bajo,0,Summarizing_Reading,3,0,17.41
111604,111604,4.1,Bajo,0,Copywriting/Drafting,3,1,8.23
111605,111605,7.2,Medio,1,Copywriting/Drafting,3,1,15.66
111606,111606,14.15,Medio,1,Ideation,2,0,17.92
111607,111607,0.95,Bajo,0,Summarizing_Reading,4,0,14.36
111608,111608,6.47,Medio,1,Copywriting/Drafting,2,0,7.77
111609,111609,17.79,Alto,2,Ideation,5,1,17.62
111610,111610,1.48,Bajo,0,Ideation,3,1,8.67
111611,111611,16.83,Alto,2,Debugging/Troubleshooting,3,1,16.77
111612,111612,15.24,Alto,2,Copywriting/Drafting,3,1,11.44
111613,111613,6.07,Medio,1,Debugging/Troubleshooting,2,0,3.38
111614,111614,6.64,Medio,1,Summarizing_Reading,2,0,11.66
111615,111615,24.68,Alto,2,Ideation,5,1,4.2
111616,111616,3.85,Bajo,0,Copywriting/Drafting,5,0,9.27
111617,111617,0.32,Bajo,0,Direct_Answer_Generation,2,0,16.8
111618,111618,5.72,Medio,1,Direct_Answer_Generation,2,0,13.38
111619,111619,4.83,Bajo,0,Ideation,1,0,7.28
111620,111620,20.48,Alto,2,Direct_Answer_Generation,4,0,16.51
111621,111621,4.74,Bajo,0,Ideation,5,1,8.62
111622,111622,14.34,Medio,1,Debugging/Troubleshooting,3,1,6.45
111623,111623,0.05,Bajo,0,Debugging/Troubleshooting,1,0,12.94
111624,111624,0.02,Bajo,0,Summarizing_Reading,3,0,11.18
111625,111625,8.02,Medio,1,Copywriting/Drafting,4,1,8.92
111626,111626,5.67,Medio,1,Direct_Answer_Generation,4,1,9.11
111627,111627,4.69,Bajo,0,Copywriting/Drafting,3,0,18.72
111628,111628,0.9,Bajo,0,Direct_Answer_Generation,3,1,4.7
111629,111629,13.92,Medio,1,Copywriting/Drafting,3,0,7.34
111630,111630,7.87,Medio,1,Debugging/Troubleshooting,1,0,16.42
111631,111631,3.15,Bajo,0,Summarizing_Reading,3,1,17.6
111632,111632,8.47,Medio,1,Ideation,4,0,7.77
111633,111633,3.54,Bajo,0,Summarizing_Reading,5,0,6.22
111634,111634,1.99,Bajo,0,Summarizing_Reading,3,1,22.26
111635,111635,0.78,Bajo,0,Direct_Answer_Generation,2,0,15.22
111636,111636,8.02,Medio,1,Ideation,3,0,9.61
111637,111637,22.9,Alto,2,Ideation,3,1,15.83
111638,111638,2.14,Bajo,0,Ideation,3,0,18.44
111639,111639,27.63,Alto,2,Copywriting/Drafting,4,1,7.55
111640,111640,2.46,Bajo,0,Ideation,3,0,6.8
111641,111641,6.13,Medio,1,Direct_Answer_Generation,1,1,11.81
111642,111642,5.38,Medio,1,Ideation,3,1,13.13
111643,111643,11.24,Medio,1,Copywriting/Drafting,3,1,21.44
111644,111644,11.77,Medio,1,Ideation,1,0,13.98
111645,111645,29.67,Alto,2,Summarizing_Reading,2,1,17.86
111646,111646,2.84,Bajo,0,Summarizing_Reading,2,0,15.1
111647,111647,7.29,Medio,1,Summarizing_Reading,3,0,2.46
111648,111648,13.59,Medio,1,Copywriting/Drafting,3,1,10.1
111649,111649,4.0,Bajo,0,Direct_Answer_Generation,2,0,8.67
111650,111650,0.2,Bajo,0,Copywriting/Drafting,5,1,6.58
111651,111651,0.58,Bajo,0,Direct_Answer_Generation,3,0,16.31
111652,111652,12.15,Medio,1,Ideation,3,1,16.71
111653,111653,1.59,Bajo,0,Debugging/Troubleshooting,3,0,14.43
111654,111654,7.18,Medio,1,Debugging/Troubleshooting,4,0,9.1
111655,111655,4.3,Bajo,0,Copywriting/Drafting,3,0,12.09
111656,111656,2.84,Bajo,0,Ideation,2,0,19.74
111657,111657,5.1,Medio,1,Copywriting/Drafting,3,0,5.37
111658,111658,6.57,Medio,1,Direct_Answer_Generation,5,1,12.49
111659,111659,10.71,Medio,1,Copywriting/Drafting,3,1,17.86
111660,111660,20.48,Alto,2,Direct_Answer_Generation,2,1,2.71
111661,111661,16.64,Alto,2,Ideation,4,1,1.0
111662,111662,6.37,Medio,1,Summarizing_Reading,3,0,10.72
111663,111663,12.8,Medio,1,Ideation,5,0,9.94
111664,111664,1.76,Bajo,0,Copywriting/Drafting,3,1,5.64
111665,111665,12.84,Medio,1,Ideation,1,0,14.68
111666,111666,3.07,Bajo,0,Summarizing_Reading,1,1,13.1
111667,111667,4.99,Bajo,0,Direct_Answer_Generation,3,0,7.81
111668,111668,8.54,Medio,1,Copywriting/Drafting,4,1,10.05
111669,111669,27.69,Alto,2,Ideation,1,0,6.03
111670,111670,24.25,Alto,2,Debugging/Troubleshooting,3,1,11.82
111671,111671,3.4,Bajo,0,Copywriting/Drafting,3,0,8.4
111672,111672,12.57,Medio,1,Copywriting/Drafting,3,0,11.18
111673,111673,8.95,Medio,1,Summarizing_Reading,1,0,7.9
111674,111674,2.74,Bajo,0,Copywriting/Drafting,5,1,13.51
111675,111675,0.18,Bajo,0,Summarizing_Reading,2,0,10.53
111676,111676,7.84,Medio,1,Summarizing_Reading,3,0,9.66
111677,111677,0.94,Bajo,0,Copywriting/Drafting,3,1,2.17
111678,111678,14.23,Medio,1,Ideation,5,1,4.11
111679,111679,2.68,Bajo,0,Ideation,3,0,11.06
111680,111680,16.0,Alto,2,Copywriting/Drafting,3,1,15.32
111681,111681,3.91,Bajo,0,Ideation,5,0,12.41
111682,111682,0.65,Bajo,0,Direct_Answer_Generation,3,0,8.82
111683,111683,3.34,Bajo,0,Ideation,2,0,14.03
111684,111684,12.3,Medio,1,Summarizing_Reading,3,0,9.27
111685,111685,2.2,Bajo,0,Summarizing_Reading,2,0,21.98
111686,111686,0.28,Bajo,0,Copywriting/Drafting,3,1,8.53
111687,111687,1.66,Bajo,0,Debugging/Troubleshooting,4,0,8.23
111688,111688,9.49,Medio,1,Ideation,1,0,10.69
111689,111689,22.98,Alto,2,Summarizing_Reading,3,0,1.0
111690,111690,5.1,Medio,1,Summarizing_Reading,2,0,8.06
111691,111691,6.43,Medio,1,Debugging/Troubleshooting,5,0,17.95
111692,111692,4.59,Bajo,0,Copywriting/Drafting,4,0,14.3
111693,111693,8.26,Medio,1,Copywriting/Drafting,2,0,7.78
111694,111694,24.18,Alto,2,Debugging/Troubleshooting,1,1,11.61
111695,111695,6.1,Medio,1,Summarizing_Reading,2,0,4.33
111696,111696,0.92,Bajo,0,Copywriting/Drafting,3,0,14.65
111697,111697,8.39,Medio,1,Direct_Answer_Generation,1,0,5.06
111698,111698,8.97,Medio,1,Summarizing_Reading,3,1,16.0
111699,111699,0.25,Bajo,0,Direct_Answer_Generation,3,1,14.68
111700,111700,9.23,Medio,1,Direct_Answer_Generation,3,1,11.94
111701,111701,2.62,Bajo,0,Debugging/Troubleshooting,3,1,4.62
111702,111702,3.05,Bajo,0,Debugging/Troubleshooting,2,0,1.22
111703,111703,6.59,Medio,1,Summarizing_Reading,3,1,8.79
111704,111704,26.19,Alto,2,Summarizing_Reading,3,0,9.24
111705,111705,32.75,Alto,2,Debugging/Troubleshooting,5,1,10.94
111706,111706,3.77,Bajo,0,Direct_Answer_Generation,3,0,20.9
111707,111707,0.46,Bajo,0,Summarizing_Reading,3,0,11.8
111708,111708,16.29,Alto,2,Summarizing_Reading,4,1,10.8
111709,111709,1.75,Bajo,0,Direct_Answer_Generation,3,0,7.02
111710,111710,1.1,Bajo,0,Debugging/Troubleshooting,2,0,9.23
111711,111711,5.8,Medio,1,Ideation,1,0,13.38
111712,111712,16.68,Alto,2,Copywriting/Drafting,5,0,10.93
111713,111713,19.26,Alto,2,Ideation,3,1,4.03
111714,111714,9.38,Medio,1,Copywriting/Drafting,2,0,23.18
111715,111715,33.88,Alto,2,Direct_Answer_Generation,4,1,11.83
111716,111716,5.19,Medio,1,Copywriting/Drafting,2,0,7.59
111717,111717,24.31,Alto,2,Copywriting/Drafting,1,1,12.05
111718,111718,4.41,Bajo,0,Summarizing_Reading,2,0,9.97
111719,111719,21.09,Alto,2,Debugging/Troubleshooting,2,1,2.51
111720,111720,4.5,Bajo,0,Copywriting/Drafting,1,1,13.47
111721,111721,1.75,Bajo,0,Debugging/Troubleshooting,3,1,8.74
111722,111722,4.27,Bajo,0,Direct_Answer_Generation,1,0,11.56
111723,111723,0.96,Bajo,0,Summarizing_Reading,1,1,25.38
111724,111724,4.64,Bajo,0,Ideation,3,0,12.54
111725,111725,2.76,Bajo,0,Ideation,3,1,5.69
111726,111726,19.91,Alto,2,Copywriting/Drafting,1,1,5.52
111727,111727,10.65,Medio,1,Ideation,2,0,1.96
111728,111728,4.89,Bajo,0,Copywriting/Drafting,3,0,9.5
111729,111729,0.54,Bajo,0,Direct_Answer_Generation,5,1,9.48
111730,111730,21.43,Alto,2,Copywriting/Drafting,3,1,3.57
111731,111731,10.15,Medio,1,Ideation,3,0,7.1
111732,111732,11.62,Medio,1,Debugging/Troubleshooting,4,1,7.7
111733,111733,9.67,Medio,1,Ideation,4,0,1.0
111734,111734,4.78,Bajo,0,Direct_Answer_Generation,4,0,9.96
111735,111735,15.12,Alto,2,Summarizing_Reading,4,1,6.02
111736,111736,6.76,Medio,1,Copywriting/Drafting,5,0,15.71
111737,111737,2.65,Bajo,0,Debugging/Troubleshooting,4,0,21.03
111738,111738,7.18,Medio,1,Ideation,2,1,7.32
111739,111739,1.3,Bajo,0,Summarizing_Reading,5,1,7.0
111740,111740,9.53,Medio,1,Debugging/Troubleshooting,5,0,7.39
111741,111741,4.06,Bajo,0,Copywriting/Drafting,3,1,13.13
111742,111742,15.91,Alto,2,Copywriting/Drafting,3,0,5.89
111743,111743,7.04,Medio,1,Copywriting/Drafting,3,0,7.98
111744,111744,20.69,Alto,2,Summarizing_Reading,4,1,13.07
111745,111745,3.42,Bajo,0,Debugging/Troubleshooting,4,0,12.8
111746,111746,7.48,Medio,1,Direct_Answer_Generation,1,1,5.84
111747,111747,11.04,Medio,1,Summarizing_Reading,1,1,15.24
111748,111748,5.49,Medio,1,Debugging/Troubleshooting,3,0,12.83
111749,111749,26.65,Alto,2,Direct_Answer_Generation,3,0,19.35
111750,111750,3.82,Bajo,0,Debugging/Troubleshooting,3,1,12.49
111751,111751,11.13,Medio,1,Direct_Answer_Generation,2,1,9.15
111752,111752,2.11,Bajo,0,Copywriting/Drafting,3,0,12.07
111753,111753,2.8,Bajo,0,Ideation,2,0,19.88
111754,111754,0.73,Bajo,0,Direct_Answer_Generation,3,0,16.87
111755,111755,6.19,Medio,1,Direct_Answer_Generation,4,0,15.99
111756,111756,40.0,Alto,2,Ideation,1,1,3.77
111757,111757,4.33,Bajo,0,Ideation,2,0,1.57
111758,111758,1.94,Bajo,0,Debugging/Troubleshooting,2,1,6.98
111759,111759,0.59,Bajo,0,Direct_Answer_Generation,3,0,4.3
111760,111760,6.29,Medio,1,Ideation,3,1,6.28
111761,111761,8.32,Medio,1,Ideation,1,0,13.81
111762,111762,19.71,Alto,2,Debugging/Troubleshooting,4,0,5.87
111763,111763,20.08,Alto,2,Debugging/Troubleshooting,2,0,5.19
111764,111764,35.42,Alto,2,Ideation,3,1,4.87
111765,111765,12.78,Medio,1,Debugging/Troubleshooting,5,1,12.93
111766,111766,8.15,Medio,1,Summarizing_Reading,4,0,4.15
111767,111767,0.47,Bajo,0,Debugging/Troubleshooting,3,1,13.78
111768,111768,20.29,Alto,2,Debugging/Troubleshooting,1,1,6.44
111769,111769,19.55,Alto,2,Debugging/Troubleshooting,4,0,12.02
111770,111770,5.03,Medio,1,Copywriting/Drafting,2,1,20.26
111771,111771,13.13,Medio,1,Direct_Answer_Generation,5,0,12.14
111772,111772,0.7,Bajo,0,Copywriting/Drafting,3,1,11.91
111773,111773,6.24,Medio,1,Debugging/Troubleshooting,1,0,3.77
111774,111774,17.25,Alto,2,Direct_Answer_Generation,1,1,14.31
111775,111775,18.67,Alto,2,Summarizing_Reading,3,0,13.83
111776,111776,11.96,Medio,1,Direct_Answer_Generation,1,0,11.35
111777,111777,4.5,Bajo,0,Direct_Answer_Generation,3,0,15.41
111778,111778,4.41,Bajo,0,Direct_Answer_Generation,3,0,13.3
111779,111779,0.64,Bajo,0,Direct_Answer_Generation,3,0,10.34
111780,111780,19.67,Alto,2,Ideation,3,1,1.0
111781,111781,5.76,Medio,1,Debugging/Troubleshooting,3,0,14.32
111782,111782,10.02,Medio,1,Ideation,1,1,9.26
111783,111783,6.17,Medio,1,Copywriting/Drafting,3,1,18.06
111784,111784,3.51,Bajo,0,Direct_Answer_Generation,5,0,17.76
111785,111785,25.61,Alto,2,Copywriting/Drafting,4,1,1.0
111786,111786,7.91,Medio,1,Debugging/Troubleshooting,2,1,10.46
111787,111787,22.0,Alto,2,Copywriting/Drafting,3,0,20.13
111788,111788,1.1,Bajo,0,Ideation,3,1,9.89
111789,111789,2.08,Bajo,0,Direct_Answer_Generation,3,0,13.56
111790,111790,0.55,Bajo,0,Ideation,4,1,10.29
111791,111791,6.06,Medio,1,Copywriting/Drafting,3,0,17.66
111792,111792,4.76,Bajo,0,Debugging/Troubleshooting,3,0,14.19
111793,111793,19.33,Alto,2,Direct_Answer_Generation,3,0,8.33
111794,111794,6.44,Medio,1,Copywriting/Drafting,4,0,13.6
111795,111795,13.82,Medio,1,Summarizing_Reading,4,0,12.9
111796,111796,3.2,Bajo,0,Summarizing_Reading,4,0,13.49
111797,111797,0.35,Bajo,0,Debugging/Troubleshooting,3,0,12.03
111798,111798,14.93,Medio,1,Summarizing_Reading,3,0,9.11
111799,111799,8.25,Medio,1,Debugging/Troubleshooting,3,0,3.16
111800,111800,6.18,Medio,1,Copywriting/Drafting,2,0,15.8
111801,111801,6.45,Medio,1,Debugging/Troubleshooting,5,0,9.32
111802,111802,8.27,Medio,1,Copywriting/Drafting,3,0,17.46
111803,111803,21.84,Alto,2,Summarizing_Reading,3,0,12.84
111804,111804,3.33,Bajo,0,Summarizing_Reading,4,1,4.09
111805,111805,1.06,Bajo,0,Direct_Answer_Generation,4,0,7.76
111806,111806,3.31,Bajo,0,Debugging/Troubleshooting,2,0,16.16
111807,111807,1.96,Bajo,0,Summarizing_Reading,2,0,13.17
111808,111808,3.97,Bajo,0,Debugging/Troubleshooting,5,0,11.17
111809,111809,12.55,Medio,1,Direct_Answer_Generation,3,0,12.72
111810,111810,11.08,Medio,1,Copywriting/Drafting,1,1,18.09
111811,111811,2.25,Bajo,0,Summarizing_Reading,2,0,13.77
111812,111812,23.09,Alto,2,Summarizing_Reading,4,1,10.15
111813,111813,7.33,Medio,1,Copywriting/Drafting,2,1,15.03
111814,111814,34.48,Alto,2,Debugging/Troubleshooting,1,0,1.0
111815,111815,0.03,Bajo,0,Debugging/Troubleshooting,3,0,16.13
111816,111816,6.55,Medio,1,Copywriting/Drafting,3,0,19.3
111817,111817,7.03,Medio,1,Ideation,1,0,12.31
111818,111818,0.01,Bajo,0,Debugging/Troubleshooting,3,0,11.36
111819,111819,3.85,Bajo,0,Summarizing_Reading,3,1,10.67
111820,111820,2.81,Bajo,0,Ideation,1,0,8.2
111821,111821,3.23,Bajo,0,Ideation,3,1,12.72
111822,111822,3.32,Bajo,0,Ideation,2,0,18.26
111823,111823,0.54,Bajo,0,Copywriting/Drafting,4,0,11.95
111824,111824,5.79,Medio,1,Debugging/Troubleshooting,3,0,8.82
111825,111825,5.75,Medio,1,Direct_Answer_Generation,1,0,11.99
111826,111826,40.0,Alto,2,Debugging/Troubleshooting,3,1,6.86
111827,111827,18.32,Alto,2,Summarizing_Reading,2,1,1.0
111828,111828,5.07,Medio,1,Summarizing_Reading,2,1,17.84
111829,111829,4.62,Bajo,0,Debugging/Troubleshooting,2,1,8.79
111830,111830,37.87,Alto,2,Summarizing_Reading,3,1,3.02
111831,111831,0.8,Bajo,0,Ideation,2,1,12.0
111832,111832,4.86,Bajo,0,Copywriting/Drafting,3,1,10.13
111833,111833,2.24,Bajo,0,Copywriting/Drafting,2,0,1.0
111834,111834,2.96,Bajo,0,Copywriting/Drafting,2,0,14.34
111835,111835,6.42,Medio,1,Direct_Answer_Generation,2,1,13.66
111836,111836,27.79,Alto,2,Debugging/Troubleshooting,3,0,12.7
111837,111837,9.53,Medio,1,Debugging/Troubleshooting,1,0,15.53
111838,111838,0.53,Bajo,0,Summarizing_Reading,5,0,2.94
111839,111839,4.71,Bajo,0,Copywriting/Drafting,4,1,5.39
111840,111840,17.8,Alto,2,Debugging/Troubleshooting,3,1,13.36
111841,111841,8.73,Medio,1,Debugging/Troubleshooting,3,0,9.33
111842,111842,16.81,Alto,2,Direct_Answer_Generation,3,1,3.23
111843,111843,7.79,Medio,1,Summarizing_Reading,1,1,12.63
111844,111844,10.17,Medio,1,Ideation,3,1,14.19
111845,111845,3.34,Bajo,0,Summarizing_Reading,5,0,11.88
111846,111846,1.12,Bajo,0,Debugging/Troubleshooting,5,0,11.62
111847,111847,15.45,Alto,2,Summarizing_Reading,2,0,10.36
111848,111848,8.22,Medio,1,Debugging/Troubleshooting,3,1,13.64
111849,111849,4.41,Bajo,0,Copywriting/Drafting,2,0,15.78
111850,111850,1.74,Bajo,0,Copywriting/Drafting,4,0,7.35
111851,111851,17.14,Alto,2,Copywriting/Drafting,3,0,10.85
111852,111852,3.46,Bajo,0,Summarizing_Reading,4,0,18.94
111853,111853,1.91,Bajo,0,Summarizing_Reading,2,1,17.36
111854,111854,9.53,Medio,1,Copywriting/Drafting,1,0,11.03
111855,111855,6.72,Medio,1,Ideation,2,1,20.75
111856,111856,28.2,Alto,2,Copywriting/Drafting,3,0,5.2
111857,111857,1.69,Bajo,0,Direct_Answer_Generation,3,0,10.8
111858,111858,3.33,Bajo,0,Ideation,2,1,15.14
111859,111859,0.29,Bajo,0,Debugging/Troubleshooting,2,0,18.69
111860,111860,4.98,Bajo,0,Direct_Answer_Generation,2,1,17.68
111861,111861,1.16,Bajo,0,Ideation,2,1,12.39
111862,111862,6.06,Medio,1,Direct_Answer_Generation,3,0,10.49
111863,111863,14.28,Medio,1,Debugging/Troubleshooting,3,0,13.89
111864,111864,3.15,Bajo,0,Summarizing_Reading,2,1,10.82
111865,111865,10.69,Medio,1,Summarizing_Reading,4,1,6.97
111866,111866,39.15,Alto,2,Copywriting/Drafting,3,1,6.9
111867,111867,26.56,Alto,2,Copywriting/Drafting,2,1,11.67
111868,111868,12.07,Medio,1,Debugging/Troubleshooting,3,1,2.88
111869,111869,1.09,Bajo,0,Ideation,2,1,15.25
111870,111870,2.51,Bajo,0,Summarizing_Reading,4,1,16.26
111871,111871,3.43,Bajo,0,Summarizing_Reading,5,1,15.65
111872,111872,9.11,Medio,1,Copywriting/Drafting,2,0,1.92
111873,111873,10.09,Medio,1,Summarizing_Reading,3,0,12.84
111874,111874,24.16,Alto,2,Direct_Answer_Generation,1,1,10.22
111875,111875,2.4,Bajo,0,Ideation,1,0,11.07
111876,111876,3.71,Bajo,0,Summarizing_Reading,3,0,12.07
111877,111877,5.73,Medio,1,Copywriting/Drafting,1,0,16.2
111878,111878,3.22,Bajo,0,Summarizing_Reading,4,0,18.92
111879,111879,2.47,Bajo,0,Summarizing_Reading,3,0,9.49
111880,111880,15.52,Alto,2,Copywriting/Drafting,3,1,12.73
111881,111881,0.87,Bajo,0,Copywriting/Drafting,3,0,12.9
111882,111882,5.53,Medio,1,Summarizing_Reading,3,0,14.41
111883,111883,11.79,Medio,1,Debugging/Troubleshooting,1,0,2.27
111884,111884,1.52,Bajo,0,Debugging/Troubleshooting,4,1,14.77
111885,111885,2.28,Bajo,0,Ideation,5,0,18.23
111886,111886,34.21,Alto,2,Direct_Answer_Generation,4,1,16.46
111887,111887,21.26,Alto,2,Debugging/Troubleshooting,3,1,5.73
111888,111888,23.02,Alto,2,Debugging/Troubleshooting,2,1,19.56
111889,111889,17.41,Alto,2,Ideation,2,1,1.0
111890,111890,4.13,Bajo,0,Summarizing_Reading,4,1,18.36
111891,111891,5.24,Medio,1,Summarizing_Reading,1,1,7.22
111892,111892,23.22,Alto,2,Debugging/Troubleshooting,2,1,1.0
111893,111893,1.19,Bajo,0,Debugging/Troubleshooting,3,0,18.72
111894,111894,0.96,Bajo,0,Direct_Answer_Generation,2,1,13.54
111895,111895,0.07,Bajo,0,Copywriting/Drafting,1,0,17.77
111896,111896,24.52,Alto,2,Debugging/Troubleshooting,4,1,3.26
111897,111897,3.96,Bajo,0,Copywriting/Drafting,3,0,6.63
111898,111898,14.7,Medio,1,Direct_Answer_Generation,2,1,17.42
111899,111899,18.15,Alto,2,Summarizing_Reading,2,0,7.73
111900,111900,0.73,Bajo,0,Debugging/Troubleshooting,3,1,9.6
111901,111901,22.37,Alto,2,Debugging/Troubleshooting,2,1,11.79
111902,111902,6.13,Medio,1,Summarizing_Reading,4,0,7.98
111903,111903,0.38,Bajo,0,Ideation,5,0,12.76
111904,111904,23.0,Alto,2,Debugging/Troubleshooting,1,0,6.41
111905,111905,0.37,Bajo,0,Copywriting/Drafting,5,0,10.38
111906,111906,25.57,Alto,2,Summarizing_Reading,2,1,17.11
111907,111907,15.54,Alto,2,Ideation,4,1,14.53
111908,111908,3.05,Bajo,0,Ideation,3,0,6.65
111909,111909,4.61,Bajo,0,Copywriting/Drafting,1,0,7.87
111910,111910,25.74,Alto,2,Copywriting/Drafting,3,1,11.39
111911,111911,6.63,Medio,1,Summarizing_Reading,2,0,13.28
111912,111912,4.93,Bajo,0,Ideation,4,1,19.93
111913,111913,17.05,Alto,2,Debugging/Troubleshooting,4,0,13.63
111914,111914,0.18,Bajo,0,Debugging/Troubleshooting,3,1,4.8
111915,111915,23.55,Alto,2,Summarizing_Reading,5,0,21.84
111916,111916,15.41,Alto,2,Summarizing_Reading,2,0,22.45
111917,111917,14.28,Medio,1,Ideation,1,1,9.88
111918,111918,0.25,Bajo,0,Debugging/Troubleshooting,2,1,5.1
111919,111919,4.68,Bajo,0,Debugging/Troubleshooting,3,0,9.55
111920,111920,10.43,Medio,1,Copywriting/Drafting,3,1,9.38
111921,111921,12.26,Medio,1,Copywriting/Drafting,1,0,4.69
111922,111922,14.63,Medio,1,Debugging/Troubleshooting,3,0,10.6
111923,111923,9.13,Medio,1,Ideation,3,1,2.7
111924,111924,4.25,Bajo,0,Summarizing_Reading,2,0,23.07
111925,111925,14.72,Medio,1,Copywriting/Drafting,3,1,2.28
111926,111926,18.38,Alto,2,Copywriting/Drafting,3,1,7.2
111927,111927,15.84,Alto,2,Debugging/Troubleshooting,3,1,5.04
111928,111928,12.75,Medio,1,Summarizing_Reading,3,0,14.35
111929,111929,1.48,Bajo,0,Copywriting/Drafting,1,0,7.9
111930,111930,2.69,Bajo,0,Debugging/Troubleshooting,1,1,11.74
111931,111931,3.52,Bajo,0,Summarizing_Reading,4,1,9.37
111932,111932,3.03,Bajo,0,Ideation,3,0,19.38
111933,111933,3.32,Bajo,0,Debugging/Troubleshooting,3,0,12.89
111934,111934,2.99,Bajo,0,Direct_Answer_Generation,2,1,7.41
111935,111935,10.16,Medio,1,Copywriting/Drafting,5,0,20.39
111936,111936,27.25,Alto,2,Debugging/Troubleshooting,5,1,16.59
111937,111937,4.89,Bajo,0,Copywriting/Drafting,3,0,11.35
111938,111938,18.02,Alto,2,Copywriting/Drafting,2,1,8.13
111939,111939,10.78,Medio,1,Copywriting/Drafting,3,1,13.24
111940,111940,14.18,Medio,1,Debugging/Troubleshooting,3,0,13.21
111941,111941,0.45,Bajo,0,Ideation,2,1,14.65
111942,111942,16.69,Alto,2,Debugging/Troubleshooting,3,0,15.29
111943,111943,11.76,Medio,1,Summarizing_Reading,4,0,13.56
111944,111944,7.37,Medio,1,Copywriting/Drafting,4,1,10.26
111945,111945,8.37,Medio,1,Summarizing_Reading,3,0,9.45
111946,111946,7.25,Medio,1,Direct_Answer_Generation,1,0,10.13
111947,111947,4.1,Bajo,0,Summarizing_Reading,2,1,16.01
111948,111948,2.28,Bajo,0,Debugging/Troubleshooting,4,0,17.13
111949,111949,0.92,Bajo,0,Debugging/Troubleshooting,4,0,24.07
111950,111950,0.57,Bajo,0,Copywriting/Drafting,3,1,9.42
111951,111951,0.31,Bajo,0,Ideation,5,0,3.58
111952,111952,4.97,Bajo,0,Debugging/Troubleshooting,3,0,13.27
111953,111953,3.16,Bajo,0,Direct_Answer_Generation,1,1,13.21
