Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,Cambio_GPA,Nivel_Uso_IA,Dependencia_Alta,Estudio_Total,Riesgo_Academico,Year_Encoded,Prompt_Skill_Encoded,Policy_Encoded,Burnout_Encoded,Uso_IA_Encoded
108656,Humanities,Junior,3.855,6.71,Debugging/Troubleshooting,Beginner,2,0,13.51,4,Actively_Encouraged,7,4.0,68.86,High,0.145,Medio,0,20.22,0,3,1,2,2,1
108657,Business,Freshman,3.333,5.54,Summarizing_Reading,Advanced,4,0,9.08,3,Actively_Encouraged,1,3.569,76.0,Low,0.236,Medio,0,14.62,0,1,3,2,0,1
108658,STEM,Junior,3.305,2.98,Direct_Answer_Generation,Advanced,5,0,13.45,3,Strict_Ban,4,3.34,84.23,Medium,0.035,Bajo,0,16.43,0,3,3,0,1,0
108659,STEM,Freshman,3.151,0.39,Ideation,Beginner,2,0,12.39,2,Allowed_With_Citation,3,3.507,76.13,Medium,0.356,Bajo,0,12.78,0,1,1,1,1,0
108660,Medical,Graduate,3.608,1.02,Summarizing_Reading,Beginner,1,0,18.8,1,Allowed_With_Citation,4,4.0,100.0,Medium,0.392,Bajo,0,19.82,0,5,1,1,1,0
108661,Humanities,Freshman,2.954,1.36,Ideation,Beginner,3,1,13.76,3,Allowed_With_Citation,3,3.198,68.86,Medium,0.244,Bajo,0,15.12,0,1,1,1,1,0
108662,Humanities,Graduate,3.552,14.41,Debugging/Troubleshooting,Beginner,2,0,14.64,4,Strict_Ban,7,3.827,89.52,Medium,0.275,Medio,0,29.05,0,5,1,0,1,1
108663,STEM,Graduate,3.186,4.69,Debugging/Troubleshooting,Intermediate,3,1,13.78,2,Allowed_With_Citation,2,3.72,78.37,Medium,0.534,Bajo,0,18.47,0,5,2,1,1,0
108664,Humanities,Freshman,2.872,1.79,Copywriting/Drafting,Intermediate,4,1,15.69,2,Allowed_With_Citation,5,3.202,66.5,Low,0.33,Bajo,0,17.48,0,1,2,1,0,0
108665,Business,Senior,2.702,36.33,Direct_Answer_Generation,Beginner,1,0,8.54,10,Allowed_With_Citation,6,2.396,46.42,High,-0.306,Alto,1,44.87,1,4,1,1,2,2
108666,Business,Junior,3.149,7.58,Debugging/Troubleshooting,Advanced,4,0,9.02,6,Actively_Encouraged,6,3.435,100.0,Medium,0.286,Medio,0,16.6,0,3,3,2,1,1
108667,Business,Graduate,3.361,3.08,Ideation,Beginner,3,0,15.5,5,Allowed_With_Citation,1,3.657,80.4,High,0.296,Bajo,0,18.58,0,5,1,1,2,0
108668,STEM,Senior,3.535,2.17,Debugging/Troubleshooting,Beginner,2,0,1.0,3,Allowed_With_Citation,3,3.465,71.18,Medium,-0.07,Bajo,0,3.17,0,4,1,1,1,0
108669,STEM,Senior,3.779,8.12,Debugging/Troubleshooting,Advanced,4,1,7.68,1,Actively_Encouraged,1,4.0,87.44,High,0.221,Medio,0,15.8,0,4,3,2,2,1
108670,Arts,Graduate,3.42,4.81,Summarizing_Reading,Beginner,2,1,19.89,3,Actively_Encouraged,6,3.885,65.49,Medium,0.465,Bajo,0,24.7,0,5,1,2,1,0
108671,Medical,Freshman,3.697,1.15,Summarizing_Reading,Beginner,3,0,15.84,2,Allowed_With_Citation,6,4.0,63.42,Low,0.303,Bajo,0,16.99,0,1,1,1,0,0
108672,STEM,Sophomore,2.952,1.69,Debugging/Troubleshooting,Intermediate,3,1,7.04,1,Allowed_With_Citation,2,3.018,41.69,Low,0.066,Bajo,0,8.73,0,2,2,1,0,0
108673,Humanities,Senior,2.845,6.9,Debugging/Troubleshooting,Intermediate,4,0,11.82,4,Strict_Ban,3,3.174,76.28,Medium,0.329,Medio,0,18.72,0,4,2,0,1,1
108674,STEM,Freshman,3.37,1.96,Debugging/Troubleshooting,Beginner,1,0,14.75,3,Strict_Ban,3,3.816,61.18,Low,0.446,Bajo,0,16.71,0,1,1,0,0,0
108675,STEM,Graduate,2.944,1.07,Summarizing_Reading,Advanced,4,1,15.6,3,Strict_Ban,6,3.155,81.19,Low,0.211,Bajo,0,16.67,0,5,3,0,0,0
108676,Humanities,Senior,3.356,3.47,Copywriting/Drafting,Advanced,5,1,14.57,1,Allowed_With_Citation,8,3.964,71.32,Low,0.608,Bajo,0,18.04,0,4,3,1,0,0
108677,STEM,Junior,3.46,12.54,Ideation,Advanced,3,0,10.93,4,Strict_Ban,7,3.746,86.61,High,0.286,Medio,0,23.47,0,3,3,0,2,1
108678,Business,Sophomore,2.508,2.44,Direct_Answer_Generation,Advanced,3,0,12.33,2,Allowed_With_Citation,4,2.808,89.8,Medium,0.3,Bajo,0,14.77,0,2,3,1,1,0
108679,Business,Freshman,2.997,0.55,Ideation,Beginner,2,0,22.7,1,Allowed_With_Citation,7,3.338,69.09,Medium,0.341,Bajo,0,23.25,0,1,1,1,1,0
108680,STEM,Freshman,3.805,1.53,Debugging/Troubleshooting,Beginner,2,0,15.27,1,Allowed_With_Citation,3,4.0,88.38,Low,0.195,Bajo,0,16.8,0,1,1,1,0,0
108681,STEM,Junior,3.267,7.77,Direct_Answer_Generation,Advanced,3,0,9.83,4,Allowed_With_Citation,4,3.485,85.86,Medium,0.218,Medio,0,17.6,0,3,3,1,1,1
108682,Arts,Senior,3.086,5.96,Copywriting/Drafting,Beginner,3,0,13.37,1,Actively_Encouraged,6,3.423,67.49,Medium,0.337,Medio,0,19.33,0,4,1,2,1,1
108683,STEM,Junior,3.372,3.69,Ideation,Intermediate,2,0,7.89,3,Allowed_With_Citation,3,3.611,80.63,Low,0.239,Bajo,0,11.58,0,3,2,1,0,0
108684,Business,Junior,3.795,32.22,Debugging/Troubleshooting,Intermediate,5,0,1.52,8,Allowed_With_Citation,8,3.811,59.44,Medium,0.016,Alto,1,33.74,0,3,2,1,1,2
108685,Humanities,Sophomore,3.143,4.03,Copywriting/Drafting,Beginner,1,1,14.28,3,Strict_Ban,5,3.637,66.66,Low,0.494,Bajo,0,18.31,0,2,1,0,0,0
108686,Business,Freshman,3.591,11.32,Debugging/Troubleshooting,Beginner,1,1,3.1,3,Allowed_With_Citation,3,3.37,82.71,Low,-0.221,Medio,0,14.42,0,1,1,1,0,1
108687,Humanities,Graduate,3.437,0.39,Debugging/Troubleshooting,Intermediate,2,1,11.5,2,Allowed_With_Citation,3,3.615,75.74,Medium,0.178,Bajo,0,11.89,0,5,2,1,1,0
108688,STEM,Freshman,3.146,13.8,Debugging/Troubleshooting,Advanced,4,0,9.55,2,Strict_Ban,7,3.328,81.34,Low,0.182,Medio,0,23.35,0,1,3,0,0,1
108689,STEM,Sophomore,2.281,38.47,Debugging/Troubleshooting,Advanced,4,1,5.33,7,Actively_Encouraged,8,2.681,94.78,Medium,0.4,Alto,1,43.8,0,2,3,2,1,2
108690,STEM,Senior,2.855,12.89,Ideation,Intermediate,3,1,4.01,2,Allowed_With_Citation,3,2.989,83.82,Low,0.134,Medio,0,16.9,0,4,2,1,0,1
108691,Humanities,Junior,2.955,28.68,Direct_Answer_Generation,Beginner,2,1,10.51,9,Actively_Encouraged,6,2.848,34.55,High,-0.107,Alto,1,39.19,0,3,1,2,2,2
108692,Business,Sophomore,3.395,16.85,Debugging/Troubleshooting,Intermediate,2,0,7.96,6,Allowed_With_Citation,4,3.557,71.2,Medium,0.162,Alto,0,24.81,0,2,2,1,1,2
108693,STEM,Graduate,3.187,7.38,Debugging/Troubleshooting,Intermediate,3,0,11.57,1,Allowed_With_Citation,3,3.718,58.8,Low,0.531,Medio,0,18.95,0,5,2,1,0,1
108694,STEM,Junior,3.396,7.97,Direct_Answer_Generation,Beginner,2,0,13.68,2,Allowed_With_Citation,1,3.677,68.14,Medium,0.281,Medio,0,21.65,0,3,1,1,1,1
108695,Business,Sophomore,3.459,12.16,Ideation,Beginner,2,0,18.6,3,Allowed_With_Citation,4,3.738,62.13,Medium,0.279,Medio,0,30.76,0,2,1,1,1,1
108696,Business,Senior,2.545,3.24,Copywriting/Drafting,Beginner,1,1,15.6,5,Allowed_With_Citation,2,2.963,65.65,Medium,0.418,Bajo,0,18.84,0,4,1,1,1,0
108697,Medical,Freshman,3.486,7.79,Summarizing_Reading,Beginner,3,1,10.47,2,Actively_Encouraged,4,3.507,75.72,Low,0.021,Medio,0,18.26,0,1,1,2,0,1
108698,Business,Junior,3.254,2.4,Ideation,Beginner,2,0,18.31,3,Actively_Encouraged,1,3.474,76.27,Low,0.22,Bajo,0,20.71,0,3,1,2,0,0
108699,Humanities,Senior,3.392,7.57,Copywriting/Drafting,Advanced,3,0,1.0,5,Allowed_With_Citation,5,3.502,77.58,Medium,0.11,Medio,0,8.57,0,4,3,1,1,1
108700,Business,Graduate,3.663,2.57,Ideation,Beginner,2,0,16.04,3,Actively_Encouraged,5,3.911,60.06,Low,0.248,Bajo,0,18.61,0,5,1,2,0,0
108701,Medical,Sophomore,2.343,18.47,Summarizing_Reading,Beginner,3,0,4.13,4,Allowed_With_Citation,6,2.285,67.7,Medium,-0.058,Alto,0,22.6,1,2,1,1,1,2
108702,Arts,Freshman,3.741,0.89,Ideation,Beginner,3,0,10.9,4,Allowed_With_Citation,3,3.802,100.0,Medium,0.061,Bajo,0,11.79,0,1,1,1,1,0
108703,Humanities,Junior,3.737,5.32,Debugging/Troubleshooting,Intermediate,3,0,10.06,3,Actively_Encouraged,4,3.786,65.35,High,0.049,Medio,0,15.38,0,3,2,2,2,1
108704,STEM,Graduate,3.715,23.19,Direct_Answer_Generation,Advanced,4,1,12.41,5,Allowed_With_Citation,7,3.799,69.06,Medium,0.084,Alto,0,35.6,0,5,3,1,1,2
108705,STEM,Senior,3.419,3.97,Debugging/Troubleshooting,Advanced,3,0,15.59,1,Allowed_With_Citation,4,4.0,98.72,Low,0.581,Bajo,0,19.56,0,4,3,1,0,0
108706,Business,Junior,2.76,1.89,Ideation,Advanced,4,0,2.42,2,Allowed_With_Citation,5,3.082,72.0,High,0.322,Bajo,0,4.31,0,3,3,1,2,0
108707,Business,Sophomore,2.603,7.41,Ideation,Intermediate,4,0,17.54,4,Actively_Encouraged,3,2.756,71.2,Low,0.153,Medio,0,24.95,0,2,2,2,0,1
108708,Business,Junior,3.238,14.19,Ideation,Advanced,4,1,7.93,6,Actively_Encouraged,4,3.419,70.34,Medium,0.181,Medio,0,22.12,0,3,3,2,1,1
108709,STEM,Graduate,3.337,0.2,Debugging/Troubleshooting,Advanced,3,1,9.44,4,Allowed_With_Citation,4,3.777,94.81,High,0.44,Bajo,0,9.64,0,5,3,1,2,0
108710,Business,Sophomore,2.572,5.77,Summarizing_Reading,Advanced,5,1,9.94,2,Strict_Ban,6,2.733,83.38,Low,0.161,Medio,0,15.71,0,2,3,0,0,1
108711,Arts,Sophomore,2.78,11.65,Copywriting/Drafting,Intermediate,4,1,14.6,3,Actively_Encouraged,2,3.026,72.46,Medium,0.246,Medio,0,26.25,0,2,2,2,1,1
108712,STEM,Junior,2.8,14.56,Direct_Answer_Generation,Intermediate,1,0,9.37,5,Allowed_With_Citation,8,3.14,90.2,High,0.34,Medio,0,23.93,0,3,2,1,2,1
108713,Business,Sophomore,3.452,0.29,Direct_Answer_Generation,Beginner,3,0,16.39,1,Allowed_With_Citation,1,3.526,67.33,Low,0.074,Bajo,0,16.68,0,2,1,1,0,0
108714,Humanities,Junior,3.144,4.02,Copywriting/Drafting,Beginner,2,0,12.15,4,Actively_Encouraged,5,3.651,48.17,Low,0.507,Bajo,0,16.17,0,3,1,2,0,0
108715,Medical,Freshman,3.917,4.86,Summarizing_Reading,Advanced,3,0,15.11,2,Strict_Ban,5,4.0,87.15,Medium,0.083,Bajo,0,19.97,0,1,3,0,1,0
108716,Arts,Sophomore,2.856,0.99,Copywriting/Drafting,Intermediate,1,1,11.31,1,Allowed_With_Citation,5,3.011,64.82,Low,0.155,Bajo,0,12.3,0,2,2,1,0,0
108717,Business,Senior,2.899,0.07,Ideation,Intermediate,3,0,15.4,3,Actively_Encouraged,2,2.929,85.2,Low,0.03,Bajo,0,15.47,0,4,2,2,0,0
108718,Business,Sophomore,3.477,24.97,Ideation,Intermediate,1,1,4.72,7,Allowed_With_Citation,3,3.649,77.06,High,0.172,Alto,1,29.69,0,2,2,1,2,2
108719,Medical,Graduate,2.877,16.55,Debugging/Troubleshooting,Intermediate,2,0,12.87,5,Strict_Ban,5,3.317,69.63,High,0.44,Alto,0,29.42,0,5,2,0,2,2
108720,Humanities,Senior,3.437,1.96,Copywriting/Drafting,Intermediate,2,1,9.01,2,Actively_Encouraged,2,3.551,59.21,Low,0.114,Bajo,0,10.97,0,4,2,2,0,0
108721,Humanities,Sophomore,3.534,2.12,Copywriting/Drafting,Advanced,3,0,15.1,1,Actively_Encouraged,2,3.836,84.15,Low,0.302,Bajo,0,17.22,0,2,3,2,0,0
108722,Arts,Sophomore,3.503,6.31,Summarizing_Reading,Advanced,3,0,13.48,2,Strict_Ban,4,3.624,100.0,Low,0.121,Medio,0,19.79,0,2,3,0,0,1
108723,STEM,Senior,3.274,3.89,Summarizing_Reading,Advanced,3,0,8.22,1,Strict_Ban,5,3.114,100.0,Medium,-0.16,Bajo,0,12.11,0,4,3,0,1,0
108724,Humanities,Sophomore,3.559,17.77,Copywriting/Drafting,Beginner,2,1,8.77,7,Allowed_With_Citation,4,3.648,69.38,Medium,0.089,Alto,1,26.54,0,2,1,1,1,2
108725,Arts,Graduate,3.109,7.52,Copywriting/Drafting,Beginner,2,1,14.11,5,Strict_Ban,3,3.525,70.45,High,0.416,Medio,0,21.63,0,5,1,0,2,1
108726,Business,Freshman,3.847,10.28,Ideation,Beginner,2,0,12.25,6,Strict_Ban,7,4.0,80.1,Medium,0.153,Medio,0,22.53,0,1,1,0,1,1
108727,Humanities,Freshman,2.709,0.86,Debugging/Troubleshooting,Beginner,1,0,12.07,4,Allowed_With_Citation,4,2.715,76.94,Low,0.006,Bajo,0,12.93,0,1,1,1,0,0
108728,STEM,Sophomore,3.094,11.87,Debugging/Troubleshooting,Advanced,5,1,13.48,6,Allowed_With_Citation,7,3.245,84.88,Medium,0.151,Medio,0,25.35,0,2,3,1,1,1
108729,Humanities,Junior,3.581,3.34,Copywriting/Drafting,Intermediate,3,1,9.43,3,Actively_Encouraged,1,3.555,72.64,High,-0.026,Bajo,0,12.77,0,3,2,2,2,0
108730,STEM,Senior,3.058,0.48,Debugging/Troubleshooting,Beginner,1,1,10.19,3,Actively_Encouraged,2,3.326,72.0,Medium,0.268,Bajo,0,10.67,0,4,1,2,1,0
108731,STEM,Freshman,3.436,11.13,Debugging/Troubleshooting,Intermediate,4,1,6.37,3,Allowed_With_Citation,1,3.813,66.27,High,0.377,Medio,0,17.5,0,1,2,1,2,1
108732,Business,Junior,3.552,1.38,Copywriting/Drafting,Beginner,2,1,11.51,2,Actively_Encouraged,8,3.733,48.73,Low,0.181,Bajo,0,12.89,0,3,1,2,0,0
108733,STEM,Freshman,2.397,14.1,Copywriting/Drafting,Advanced,5,0,12.54,3,Allowed_With_Citation,4,2.728,94.77,Low,0.331,Medio,0,26.64,0,1,3,1,0,1
108734,Humanities,Junior,3.245,7.81,Copywriting/Drafting,Beginner,1,0,7.83,3,Allowed_With_Citation,5,3.483,57.6,Low,0.238,Medio,0,15.64,0,3,1,1,0,1
108735,Humanities,Freshman,3.137,6.9,Copywriting/Drafting,Beginner,2,1,4.35,5,Allowed_With_Citation,3,3.212,68.05,Low,0.075,Medio,0,11.25,0,1,1,1,0,1
108736,Medical,Junior,3.79,5.52,Ideation,Beginner,1,1,11.91,1,Actively_Encouraged,3,4.0,96.81,Low,0.21,Medio,0,17.43,0,3,1,2,0,1
108737,Humanities,Junior,3.428,0.58,Copywriting/Drafting,Intermediate,2,0,14.27,1,Actively_Encouraged,3,3.507,44.77,Low,0.079,Bajo,0,14.85,0,3,2,2,0,0
108738,STEM,Freshman,3.778,9.1,Debugging/Troubleshooting,Intermediate,4,0,6.71,5,Actively_Encouraged,2,3.819,64.25,Medium,0.041,Medio,0,15.81,0,1,2,2,1,1
108739,STEM,Senior,3.174,14.6,Debugging/Troubleshooting,Beginner,3,0,11.62,7,Actively_Encouraged,4,3.551,72.86,Medium,0.377,Medio,1,26.22,0,4,1,2,1,1
108740,Business,Junior,3.553,3.84,Ideation,Advanced,4,1,14.38,5,Strict_Ban,4,3.739,69.71,Low,0.186,Bajo,0,18.22,0,3,3,0,0,0
108741,Business,Junior,3.329,16.67,Ideation,Intermediate,2,0,7.06,6,Allowed_With_Citation,7,3.755,53.74,Medium,0.426,Alto,0,23.73,0,3,2,1,1,2
108742,Humanities,Junior,3.183,13.87,Copywriting/Drafting,Intermediate,4,1,9.11,6,Allowed_With_Citation,7,3.516,76.06,High,0.333,Medio,0,22.98,0,3,2,1,2,1
108743,Humanities,Senior,3.058,1.84,Summarizing_Reading,Intermediate,2,0,13.4,1,Allowed_With_Citation,6,3.498,86.45,Medium,0.44,Bajo,0,15.24,0,4,2,1,1,0
108744,STEM,Junior,3.184,12.15,Ideation,Beginner,2,1,3.97,5,Allowed_With_Citation,7,3.271,50.86,High,0.087,Medio,0,16.12,0,3,1,1,2,1
108745,Business,Graduate,2.784,1.09,Ideation,Beginner,3,0,12.31,2,Strict_Ban,4,2.967,100.0,Medium,0.183,Bajo,0,13.4,0,5,1,0,1,0
108746,Business,Graduate,2.587,1.58,Summarizing_Reading,Advanced,4,0,14.71,2,Strict_Ban,5,2.931,86.34,Medium,0.344,Bajo,0,16.29,0,5,3,0,1,0
108747,STEM,Senior,3.594,6.32,Debugging/Troubleshooting,Intermediate,4,0,15.07,1,Allowed_With_Citation,1,3.638,61.19,Low,0.044,Medio,0,21.39,0,4,2,1,0,1
108748,STEM,Graduate,3.209,5.57,Copywriting/Drafting,Intermediate,5,0,3.82,1,Actively_Encouraged,3,3.507,66.61,Low,0.298,Medio,0,9.39,0,5,2,2,0,1
108749,STEM,Graduate,3.439,6.84,Debugging/Troubleshooting,Advanced,4,0,21.22,3,Strict_Ban,3,4.0,100.0,Medium,0.561,Medio,0,28.06,0,5,3,0,1,1
108750,STEM,Sophomore,3.529,3.42,Ideation,Intermediate,2,1,7.85,5,Allowed_With_Citation,7,3.45,76.15,Low,-0.079,Bajo,0,11.27,0,2,2,1,0,0
108751,Business,Graduate,3.872,2.28,Ideation,Intermediate,3,0,15.4,2,Allowed_With_Citation,4,4.0,80.7,Medium,0.128,Bajo,0,17.68,0,5,2,1,1,0
108752,STEM,Sophomore,3.279,4.34,Debugging/Troubleshooting,Beginner,3,0,9.91,3,Actively_Encouraged,2,3.594,81.93,Medium,0.315,Bajo,0,14.25,0,2,1,2,1,0
108753,STEM,Freshman,3.028,21.44,Debugging/Troubleshooting,Intermediate,2,0,8.89,5,Allowed_With_Citation,6,2.854,68.27,High,-0.174,Alto,0,30.33,0,1,2,1,2,2
108754,STEM,Graduate,3.198,10.57,Ideation,Intermediate,3,0,17.22,4,Allowed_With_Citation,7,3.644,87.21,Medium,0.446,Medio,0,27.79,0,5,2,1,1,1
108755,Medical,Sophomore,2.959,11.51,Debugging/Troubleshooting,Beginner,3,0,11.93,3,Actively_Encouraged,4,2.987,78.0,Medium,0.028,Medio,0,23.44,0,2,1,2,1,1
108756,Arts,Junior,2.839,17.06,Direct_Answer_Generation,Intermediate,5,1,14.24,6,Actively_Encouraged,3,2.753,53.37,Low,-0.086,Alto,0,31.3,0,3,2,2,0,2
108757,STEM,Graduate,3.905,9.26,Debugging/Troubleshooting,Beginner,2,0,7.3,2,Allowed_With_Citation,5,4.0,70.59,Low,0.095,Medio,0,16.56,0,5,1,1,0,1
108758,Humanities,Freshman,2.942,13.4,Copywriting/Drafting,Intermediate,3,0,5.71,4,Allowed_With_Citation,3,3.118,67.4,Medium,0.176,Medio,0,19.11,0,1,2,1,1,1
108759,STEM,Sophomore,2.952,5.78,Debugging/Troubleshooting,Intermediate,2,1,13.07,1,Allowed_With_Citation,5,3.183,77.15,Low,0.231,Medio,0,18.85,0,2,2,1,0,1
108760,Humanities,Junior,3.474,9.33,Copywriting/Drafting,Beginner,2,1,7.66,6,Actively_Encouraged,8,4.0,67.57,High,0.526,Medio,0,16.99,0,3,1,2,2,1
108761,STEM,Senior,3.412,1.21,Debugging/Troubleshooting,Beginner,1,1,11.95,2,Strict_Ban,5,3.679,83.93,Medium,0.267,Bajo,0,13.16,0,4,1,0,1,0
108762,Business,Senior,3.267,22.79,Copywriting/Drafting,Intermediate,1,1,10.87,8,Actively_Encouraged,6,3.553,62.9,High,0.286,Alto,1,33.66,0,4,2,2,2,2
108763,Business,Graduate,2.627,8.34,Ideation,Advanced,4,0,12.26,6,Actively_Encouraged,6,2.858,77.14,High,0.231,Medio,0,20.6,0,5,3,2,2,1
108764,Medical,Freshman,2.899,23.21,Debugging/Troubleshooting,Advanced,3,0,12.76,7,Actively_Encouraged,6,3.332,100.0,High,0.433,Alto,1,35.97,0,1,3,2,2,2
108765,STEM,Sophomore,2.505,6.88,Debugging/Troubleshooting,Intermediate,4,1,11.02,3,Allowed_With_Citation,4,2.536,85.12,High,0.031,Medio,0,17.9,0,2,2,1,2,1
108766,Arts,Senior,2.725,0.09,Direct_Answer_Generation,Beginner,1,0,12.88,4,Strict_Ban,4,2.845,86.18,Medium,0.12,Bajo,0,12.97,0,4,1,0,1,0
108767,Arts,Senior,3.579,4.05,Direct_Answer_Generation,Intermediate,5,1,2.74,2,Allowed_With_Citation,6,3.941,75.93,Medium,0.362,Bajo,0,6.79,0,4,2,1,1,0
108768,STEM,Sophomore,2.949,0.42,Debugging/Troubleshooting,Advanced,3,0,9.08,4,Allowed_With_Citation,8,3.043,97.34,Low,0.094,Bajo,0,9.5,0,2,3,1,0,0
108769,Humanities,Sophomore,3.173,21.07,Ideation,Beginner,1,0,14.91,3,Strict_Ban,4,3.446,76.95,High,0.273,Alto,0,35.98,0,2,1,0,2,2
108770,STEM,Sophomore,3.917,11.36,Debugging/Troubleshooting,Advanced,5,1,19.16,5,Allowed_With_Citation,3,4.0,87.72,Low,0.083,Medio,0,30.52,0,2,3,1,0,1
108771,STEM,Graduate,2.825,1.22,Debugging/Troubleshooting,Advanced,3,0,23.72,2,Allowed_With_Citation,6,3.427,79.61,Medium,0.602,Bajo,0,24.94,0,5,3,1,1,0
108772,STEM,Graduate,3.451,9.93,Debugging/Troubleshooting,Beginner,3,0,10.6,2,Allowed_With_Citation,5,3.633,74.67,Medium,0.182,Medio,0,20.53,0,5,1,1,1,1
108773,Business,Freshman,3.734,1.53,Ideation,Intermediate,2,1,25.63,3,Allowed_With_Citation,1,3.837,76.96,Low,0.103,Bajo,0,27.16,0,1,2,1,0,0
108774,Humanities,Sophomore,2.95,3.52,Copywriting/Drafting,Beginner,3,1,9.31,3,Allowed_With_Citation,3,3.34,74.62,Low,0.39,Bajo,0,12.83,0,2,1,1,0,0
108775,Medical,Sophomore,3.67,4.22,Direct_Answer_Generation,Beginner,1,0,11.34,2,Strict_Ban,2,3.677,57.63,Low,0.007,Bajo,0,15.56,0,2,1,0,0,0
108776,STEM,Graduate,3.361,3.95,Debugging/Troubleshooting,Intermediate,1,0,19.91,1,Allowed_With_Citation,1,3.482,85.14,Medium,0.121,Bajo,0,23.86,0,5,2,1,1,0
108777,Medical,Graduate,3.687,2.46,Summarizing_Reading,Beginner,2,0,16.37,3,Strict_Ban,3,4.0,58.58,Medium,0.313,Bajo,0,18.83,0,5,1,0,1,0
108778,STEM,Junior,3.023,5.25,Debugging/Troubleshooting,Advanced,3,0,12.26,2,Strict_Ban,3,3.563,86.78,Medium,0.54,Medio,0,17.51,0,3,3,0,1,1
108779,Arts,Freshman,3.134,3.3,Copywriting/Drafting,Advanced,4,0,17.35,3,Allowed_With_Citation,8,3.26,100.0,Low,0.126,Bajo,0,20.65,0,1,3,1,0,0
108780,Humanities,Freshman,3.65,0.22,Direct_Answer_Generation,Beginner,3,0,10.68,2,Strict_Ban,2,3.693,67.36,Medium,0.043,Bajo,0,10.9,0,1,1,0,1,0
108781,STEM,Junior,3.639,39.33,Debugging/Troubleshooting,Advanced,3,0,16.98,6,Allowed_With_Citation,5,4.0,100.0,High,0.361,Alto,0,56.31,0,3,3,1,2,2
108782,Arts,Graduate,3.543,0.56,Debugging/Troubleshooting,Beginner,2,0,17.88,4,Allowed_With_Citation,4,4.0,85.54,Medium,0.457,Bajo,0,18.44,0,5,1,1,1,0
108783,Humanities,Freshman,2.223,0.37,Copywriting/Drafting,Beginner,1,0,7.51,3,Allowed_With_Citation,5,2.363,62.11,Low,0.14,Bajo,0,7.88,1,1,1,1,0,0
108784,Business,Senior,3.82,3.15,Ideation,Beginner,2,0,5.65,4,Allowed_With_Citation,4,3.853,67.89,Medium,0.033,Bajo,0,8.8,0,4,1,1,1,0
108785,Business,Freshman,3.704,33.48,Direct_Answer_Generation,Beginner,1,1,11.44,7,Allowed_With_Citation,1,3.161,62.17,High,-0.543,Alto,1,44.92,1,1,1,1,2,2
108786,Humanities,Junior,2.376,0.26,Summarizing_Reading,Intermediate,2,0,5.0,3,Actively_Encouraged,3,2.31,83.19,Low,-0.066,Bajo,0,5.26,1,3,2,2,0,0
108787,Humanities,Senior,2.908,1.25,Copywriting/Drafting,Advanced,3,1,14.35,3,Strict_Ban,3,3.151,82.93,Medium,0.243,Bajo,0,15.6,0,4,3,0,1,0
108788,Business,Senior,2.77,0.27,Summarizing_Reading,Advanced,3,0,14.86,1,Allowed_With_Citation,2,2.816,70.39,Low,0.046,Bajo,0,15.13,0,4,3,1,0,0
108789,STEM,Senior,3.548,6.04,Debugging/Troubleshooting,Advanced,5,0,3.45,3,Allowed_With_Citation,2,3.563,98.55,Medium,0.015,Medio,0,9.49,0,4,3,1,1,1
108790,Business,Senior,3.38,0.68,Direct_Answer_Generation,Intermediate,3,0,8.05,3,Actively_Encouraged,9,3.231,83.73,Medium,-0.149,Bajo,0,8.73,0,4,2,2,1,0
108791,Medical,Sophomore,2.569,16.95,Summarizing_Reading,Beginner,1,1,4.2,4,Allowed_With_Citation,4,2.817,74.12,High,0.248,Alto,0,21.15,0,2,1,1,2,2
108792,STEM,Sophomore,3.338,1.28,Debugging/Troubleshooting,Intermediate,4,0,7.84,2,Actively_Encouraged,2,3.39,76.74,Medium,0.052,Bajo,0,9.12,0,2,2,2,1,0
108793,STEM,Senior,3.846,8.52,Ideation,Beginner,1,0,1.0,2,Actively_Encouraged,3,3.977,85.34,Medium,0.131,Medio,0,9.52,0,4,1,2,1,1
108794,Business,Freshman,2.956,8.17,Ideation,Beginner,2,0,7.32,3,Allowed_With_Citation,2,3.239,67.15,Low,0.283,Medio,0,15.49,0,1,1,1,0,1
108795,Humanities,Junior,2.747,7.94,Ideation,Advanced,5,1,14.18,3,Allowed_With_Citation,3,3.053,57.17,High,0.306,Medio,0,22.12,0,3,3,1,2,1
108796,Humanities,Graduate,3.736,1.0,Copywriting/Drafting,Beginner,3,0,12.32,2,Allowed_With_Citation,10,4.0,65.58,Medium,0.264,Bajo,0,13.32,0,5,1,1,1,0
108797,STEM,Graduate,3.252,12.92,Debugging/Troubleshooting,Intermediate,3,0,15.68,5,Allowed_With_Citation,3,3.67,100.0,Low,0.418,Medio,0,28.6,0,5,2,1,0,1
108798,Business,Senior,3.145,5.44,Ideation,Advanced,3,1,11.33,2,Allowed_With_Citation,7,3.573,69.15,Low,0.428,Medio,0,16.77,0,4,3,1,0,1
